iso3,country,region,subregion,disaggregation,disagg.value,section,continued_breastfeeding_1yr_2000,continued_breastfeeding_1yr_2001,continued_breastfeeding_1yr_2002,continued_breastfeeding_1yr_2003,continued_breastfeeding_1yr_2004,continued_breastfeeding_1yr_2005,continued_breastfeeding_1yr_2006,continued_breastfeeding_1yr_2007,continued_breastfeeding_1yr_2008,continued_breastfeeding_1yr_2009,continued_breastfeeding_1yr_2010,continued_breastfeeding_1yr_2011,continued_breastfeeding_1yr_2012,continued_breastfeeding_1yr_2013,continued_breastfeeding_1yr_2014,continued_breastfeeding_1yr_2015,continued_breastfeeding_1yr_2016,continued_breastfeeding_1yr_2017,continued_breastfeeding_1yr_2018,continued_breastfeeding_1yr_2019,continued_breastfeeding_1yr_2020,Dairy_2018,early_initiation_2000,early_initiation_2001,early_initiation_2002,early_initiation_2003,early_initiation_2004,early_initiation_2005,early_initiation_2006,early_initiation_2007,early_initiation_2008,early_initiation_2009,early_initiation_2010,early_initiation_2011,early_initiation_2012,early_initiation_2013,early_initiation_2014,early_initiation_2015,early_initiation_2016,early_initiation_2017,early_initiation_2018,early_initiation_2019,early_initiation_2020,exclusive_breastfeeding_2000,exclusive_breastfeeding_2001,exclusive_breastfeeding_2002,exclusive_breastfeeding_2003,exclusive_breastfeeding_2004,exclusive_breastfeeding_2005,exclusive_breastfeeding_2006,exclusive_breastfeeding_2007,exclusive_breastfeeding_2008,exclusive_breastfeeding_2009,exclusive_breastfeeding_2010,exclusive_breastfeeding_2011,exclusive_breastfeeding_2012,exclusive_breastfeeding_2013,exclusive_breastfeeding_2014,exclusive_breastfeeding_2015,exclusive_breastfeeding_2016,exclusive_breastfeeding_2017,exclusive_breastfeeding_2018,exclusive_breastfeeding_2019,exclusive_breastfeeding_2020,Fish_2018,Fruit_2018,Legumes_2018,minimum_accept_diet_2009,minimum_accept_diet_2010,minimum_accept_diet_2011,minimum_accept_diet_2012,minimum_accept_diet_2013,minimum_accept_diet_2014,minimum_accept_diet_2015,minimum_accept_diet_2016,minimum_accept_diet_2017,minimum_accept_diet_2018,minimum_accept_diet_2019,minimum_accept_diet_2020,minimum_diet_diversity_2005,minimum_diet_diversity_2006,minimum_diet_diversity_2007,minimum_diet_diversity_2008,minimum_diet_diversity_2009,minimum_diet_diversity_2010,minimum_diet_diversity_2011,minimum_diet_diversity_2012,minimum_diet_diversity_2013,minimum_diet_diversity_2014,minimum_diet_diversity_2015,minimum_diet_diversity_2016,minimum_diet_diversity_2017,minimum_diet_diversity_2018,minimum_diet_diversity_2019,minimum_diet_diversity_2020,minimum_meal_2006,minimum_meal_2009,minimum_meal_2010,minimum_meal_2011,minimum_meal_2012,minimum_meal_2013,minimum_meal_2014,minimum_meal_2015,minimum_meal_2016,minimum_meal_2017,minimum_meal_2018,minimum_meal_2019,minimum_meal_2020,Nuts_2018,Red meat_2018,solid_foods_2000,solid_foods_2001,solid_foods_2002,solid_foods_2003,solid_foods_2004,solid_foods_2005,solid_foods_2006,solid_foods_2007,solid_foods_2008,solid_foods_2009,solid_foods_2010,solid_foods_2011,solid_foods_2012,solid_foods_2013,solid_foods_2014,solid_foods_2015,solid_foods_2016,solid_foods_2017,solid_foods_2018,solid_foods_2019,solid_foods_2020,Vegetables_2018,Whole grains_2018
TCD,Chad,Africa,Middle Africa,location,Rural,Diet,80.41,,,,87.09,,,,,,79.87,,,,,80.87,,,,74.93,,,,,,,32.11,,,,,,28.84,,,,,23.27,,,,14.44,,10.69,,,,2.09,,,,,,2.14,,,,,0.06,,,,15.6,,,,,,,,,,,5.03,,,,10.86,,,,,,,,,,,,7.39,,,,22.37,,,,27.05,,,,,36.8,,,,33.85,,,,,,,,73.78,,,,,,62.6,,,,,58.17,,,,71.79,,,
TCD,Chad,Africa,Middle Africa,location,Sub-regional,Diet,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,0.46,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,1.25,,,,,,,,,,,,,,,,,,,,,,0.64,0.29
TCD,Chad,Africa,Middle Africa,location,Target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
TCD,Chad,Africa,Middle Africa,location,Urban,Diet,64.39,,,,71.44,,,,,,65.4,,,,,69.07,,,,61.31,,,,,,,33.9,,,,,,28.32,,,,,21.88,,,,22.82,,7.94,,,,1.59,,,,,,7.1,,,,,0.28,,,,20.2,,,,,,,,,,,8.54,,,,12.89,,,,,,,,,,,,17.99,,,,28.4,,,,37.35,,,,,38.38,,,,35.88,,,,,,,,81.44,,,,,,70.4,,,,,64.32,,,,64.69,,,
TCD,Chad,Africa,Middle Africa,location,Within target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
TCD,Chad,Africa,Middle Africa,sex,Both,Diet,76.44,,,,84.05,,,,,,76.5,,,,,78.8,,,,72.72,,,,,,,32.46,,,,,,28.72,,,,,23,,,,15.74,,10.11,,,,2.01,,,,,,3.21,,,,,0.11,,,,16.2,,,,,,,,,,,5.67,,,,11.19,,,,,,,,,,,,9.31,,,,23.35,,,,29.42,,,,,37.09,,,,34.19,,,,,,,,75.37,,,,,,64.3,,,,,59.31,,,,70.76,,,
TCD,Chad,Africa,Middle Africa,sex,Boys,Diet,77.75,,,,83.85,,,,,,75.14,,,,,79.7,,,,73.7,,,,,,,32.5,,,,,,,,,,,23.35,,,,15.59,,10.42,,,,0.96,,,,,,2.8,,,,,0.18,,,,16.03,,,,,,,,,,,5.91,,,,11.74,,,,,,,,,,,,9.54,,,,23.94,,,,30.83,,,,,38.32,,,,35.53,,,,,,,,80.04,,,,,,66.98,,,,,59.31,,,,72.06,,,
TCD,Chad,Africa,Middle Africa,sex,Girls,Diet,75.04,,,,84.22,,,,,,77.89,,,,,77.86,,,,71.7,,,,,,,32.42,,,,,,,,,,,22.63,,,,15.89,,9.76,,,,3.12,,,,,,3.61,,,,,0.03,,,,16.38,,,,,,,,,,,5.43,,,,10.63,,,,,,,,,,,,9.08,,,,22.75,,,,28.02,,,,,35.78,,,,32.8,,,,,,,,71.48,,,,,,61.89,,,,,59.32,,,,69.46,,,
TCD,Chad,Africa,Middle Africa,wealth,Highest,Diet,63.47,,,,70.27,,,,,,62.97,,,,,68.36,,,,63.74,,,,,,,36.08,,,,,,29.51,,,,,23.85,,,,22.82,,5.52,,,,1.45,,,,,,5.89,,,,,0.02,,,,14.3,,,,,,,,,,,9.97,,,,13.07,,,,,,,,,,,,20.48,,,,30.49,,,,38.68,,,,,39.06,,,,34.12,,,,,,,,84.26,,,,,,74.59,,,,,61.84,,,,66.06,,,
TCD,Chad,Africa,Middle Africa,wealth,Lowest,Diet,86.52,,,,93.2,,,,,,85.79,,,,,82.24,,,,72.84,,,,,,,41.41,,,,,,35.07,,,,,21.24,,,,13.87,,13.21,,,,0.95,,,,,,2.46,,,,,0.33,,,,14.83,,,,,,,,,,,3.19,,,,8.34,,,,,,,,,,,,4.64,,,,16.88,,,,26.36,,,,,32.31,,,,31.09,,,,,,,,55.99,,,,,,65.49,,,,,57.43,,,,65.16,,,
TCD,Chad,Africa,Middle Africa,wealth,Middle,Diet,77.39,,,,84.22,,,,,,79.69,,,,,80.49,,,,75.82,,,,,,,28.8,,,,,,25.77,,,,,23.16,,,,14.86,,12.24,,,,3.6,,,,,,3.97,,,,,0.16,,,,14.01,,,,,,,,,,,4.43,,,,14.12,,,,,,,,,,,,6.79,,,,25.04,,,,26.78,,,,,39.52,,,,37.56,,,,,,,,79.05,,,,,,67.12,,,,,63.71,,,,70.78,,,
TCD,Chad,Africa,Middle Africa,wealth,Second highest,Diet,73.26,,,,81.53,,,,,,73.27,,,,,81.15,,,,73.61,,,,,,,34.22,,,,,,28.72,,,,,26.29,,,,14.78,,8.44,,,,1.11,,,,,,2.05,,,,,0,,,,18.13,,,,,,,,,,,9.89,,,,9.83,,,,,,,,,,,,12.73,,,,23.84,,,,30,,,,,45.02,,,,33.43,,,,,,,,78.85,,,,,,57.83,,,,,56.1,,,,75.56,,,
TCD,Chad,Africa,Middle Africa,wealth,Second lowest,Diet,80.54,,,,90.55,,,,,,81.57,,,,,79.02,,,,75.63,,,,,,,24.63,,,,,,25.42,,,,,21.01,,,,13.77,,10.09,,,,2.53,,,,,,1.97,,,,,0,,,,19.02,,,,,,,,,,,2.51,,,,10.64,,,,,,,,,,,,5.2,,,,21.39,,,,25.65,,,,,31.15,,,,34.37,,,,,,,,72.17,,,,,,58.53,,,,,57.19,,,,74.17,,,
TGO,Togo,Africa,Western Africa,age,0-1 month,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.44,,,,,,39.45,,,,71.46,,,,76.08,,,84.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,Togo,Africa,Western Africa,age,12-15 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.39,,,19.37,,,,,,,,,,,,,21.15,,,22.89,,,,,,35.06,,,,47.46,,,58.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,Togo,Africa,Western Africa,age,12-23 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.45,,,16.18,,,,,,,,,,,,,23.45,,,22.63,,,,,,38.17,,,,46.49,,,62.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,Togo,Africa,Western Africa,age,16-19 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6,,,15.43,,,,,,,,,,,,,27.01,,,21.26,,,,,,42.92,,,,47.11,,,63.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,Togo,Africa,Western Africa,age,2-3 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.32,,,,,,30.25,,,,69.86,,,,61.92,,,67.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,Togo,Africa,Western Africa,age,20-23 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.08,,,13.5,,,,,,,,,,,,,21.97,,,23.85,,,,,,36.6,,,,44.81,,,66.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,Togo,Africa,Western Africa,age,4-5 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.86,,,,,,13.25,,,,46.17,,,,39.44,,,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,Togo,Africa,Western Africa,age,6-11 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,,,7.89,,,,,,,,,,,,,7.82,,,10.33,,,,,,26.49,,,,44.44,,,56.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,Togo,Africa,Western Africa,education,None or primary,Diet,86.2,,,,,,61.71,,,,83.42,,,,85.62,,,80.91,,,,,,,,,,,35.06,,,,46.39,,,,59.38,,,48.56,,,,16.24,,,,,,26.48,,,,57.62,,,,53.72,,,62.23,,,,,,,,,,,,11.27,,,11.14,,,,,,,,,,,,,16.44,,,16.77,,,,,,34.35,,,,45.4,,,59.99,,,,,,,,,,,,49.56,,,,69.48,,,,68.28,,,78.09,,,,,
TGO,Togo,Africa,Western Africa,education,Secondary or higher,Diet,82.52,,,,,,54.65,,,,73.13,,,,70.98,,,77.16,,,,,,,,,,,38.86,,,,44.5,,,,64.52,,,47.77,,,,,,,,,,38.82,,,,80.02,,,,67.18,,,68.11,,,,,,,,,,,,14.69,,,19.06,,,,,,,,,,,,,24.05,,,23.01,,,,,,33.44,,,,47.13,,,62.81,,,,,,,,,,,,44.46,,,,82.77,,,,64.2,,,72.4,,,,,
TGO,Togo,Africa,Western Africa,location,National,Diet,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,0.27,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.95,,,,,,,,,,,,,,,,,,,,,,0.49,0.49
TGO,Togo,Africa,Western Africa,location,Regional,Diet,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.34,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,1.81,,,,,,,,,,,,,,,,,,,,,,0.46,0.45
TGO,Togo,Africa,Western Africa,location,Rural,Diet,86.28,,,,,,64.06,,,,86.57,,,,86.84,,,84.69,,,,,,,,,,,33.58,,,,45.62,,,,60.08,,,52.57,,,,17.27,,,,,,22.1,,,,60.18,,,,55.04,,,65.51,,,,,,,,,,,,11.2,,,12.38,,,,,,,,,,,,,14.76,,,16.36,,,,,,37.25,,,,47.78,,,60.39,,,,,,,,,,,,50.03,,,,67.8,,,,69.77,,,81.12,,,,,
TGO,Togo,Africa,Western Africa,location,Sub-regional,Diet,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,0.24,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,1.22,,,,,,,,,,,,,,,,,,,,,,0.31,0.41
TGO,Togo,Africa,Western Africa,location,Target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
TGO,Togo,Africa,Western Africa,location,Urban,Diet,84.84,,,,,,54.29,,,,70.04,,,,74.04,,,72.46,,,,,,,,,,,39.51,,,,46.8,,,,61.59,,,41.86,,,,17.83,,,,,,41.08,,,,66.39,,,,60.87,,,62.31,,,,,,,,,,,,13.7,,,15.07,,,,,,,,,,,,,24.57,,,21.93,,,,,,27.9,,,,42.27,,,61.46,,,,,,,,,,,,45.98,,,,81.65,,,,62.29,,,68.95,,,,,
TGO,Togo,Africa,Western Africa,location,Within target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
TGO,Togo,Africa,Western Africa,sex,Both,Diet,85.85,,,,,,60.25,,,,81.54,,,,82.05,,,79.84,,,,,,,,,,,35.82,,,,46.02,,,,60.62,,,48.32,,,,17.41,,,,,,28.59,,48.1,,62.08,,,,57.18,,,64.33,,,,,,,,,,,,12.09,,,13.47,,,,,,,,,,,,,18.27,,,18.61,,,,,,34.18,,,,45.81,,,60.82,,,,,,,,,,,,48.81,,,,72.21,,,,67.27,,,76.42,,,,,
TGO,Togo,Africa,Western Africa,sex,Boys,Diet,85.46,,,,,,59.79,,,,84.14,,,,83.94,,,81.2,,,,,,,,,,,,,,,,,,,58.51,,,46.51,,,,15.49,,,,,,27.98,,,,62.14,,,,54.6,,,60.61,,,,,,,,,,,,12.19,,,13.16,,,,,,,,,,,,,18.99,,,18.58,,,,,,34.8,,,,47.38,,,63.27,,,,,,,,,,,,44.64,,,,70.86,,,,65.33,,,77.58,,,,,
TGO,Togo,Africa,Western Africa,sex,Girls,Diet,86.26,,,,,,60.67,,,,78.76,,,,80.15,,,78.45,,,,,,,,,,,,,,,,,,,62.84,,,50.16,,,,19.13,,,,,,29.28,,,,62.03,,,,59.78,,,68.72,,,,,,,,,,,,11.99,,,13.78,,,,,,,,,,,,,17.5,,,18.63,,,,,,33.52,,,,44.16,,,58.41,,,,,,,,,,,,53.12,,,,73.29,,,,69.41,,,75.31,,,,,
TGO,Togo,Africa,Western Africa,wealth,Highest,Diet,78.22,,,,,,51.79,,,,68.03,,,,68.76,,,72.47,,,,,,,,,,,40.02,,,,44.14,,,,61.58,,,42.5,,,,17.54,,,,,,30.47,,,,68.41,,,,59.93,,,55.22,,,,,,,,,,,,16.52,,,20.22,,,,,,,,,,,,,30.1,,,26.81,,,,,,26.32,,,,47.01,,,67.62,,,,,,,,,,,,57.1,,,,,,,,68.63,,,77.43,,,,,
TGO,Togo,Africa,Western Africa,wealth,Lowest,Diet,85.97,,,,,,63.85,,,,91.88,,,,91.65,,,90.32,,,,,,,,,,,28.8,,,,44.32,,,,53.71,,,49.4,,,,17.11,,,,,,11.46,,,,55.38,,,,55.52,,,57.22,,,,,,,,,,,,13.68,,,11.8,,,,,,,,,,,,,17.11,,,14.37,,,,,,37.54,,,,56.87,,,56.55,,,,,,,,,,,,50.51,,,,74.39,,,,72.64,,,75.87,,,,,
TGO,Togo,Africa,Western Africa,wealth,Middle,Diet,87.67,,,,,,62.23,,,,76.82,,,,84.75,,,83.06,,,,,,,,,,,42.6,,,,48.09,,,,64.35,,,52.93,,,,19.39,,,,,,34.86,,,,62.58,,,,55.77,,,61.14,,,,,,,,,,,,8.69,,,13.12,,,,,,,,,,,,,11.95,,,19.02,,,,,,35.97,,,,42.49,,,62.39,,,,,,,,,,,,41.19,,,,62.66,,,,68.96,,,72.32,,,,,
TGO,Togo,Africa,Western Africa,wealth,Second highest,Diet,88.7,,,,,,61.62,,,,72.73,,,,78.07,,,70.52,,,,,,,,,,,40.42,,,,51.97,,,,65.8,,,43.55,,,,15.07,,,,,,48.9,,,,63.75,,,,64.56,,,77.26,,,,,,,,,,,,10.71,,,10.24,,,,,,,,,,,,,19.27,,,17.79,,,,,,31.09,,,,37.74,,,57.59,,,,,,,,,,,,30.6,,,,79.97,,,,54.52,,,77.44,,,,,
TGO,Togo,Africa,Western Africa,wealth,Second lowest,Diet,87.86,,,,,,61.4,,,,90.45,,,,87.41,,,82.11,,,,,,,,,,,28.52,,,,42.65,,,,58.01,,,52.42,,,,18.16,,,,,,17.73,,,,61.79,,,,50.2,,,67.99,,,,,,,,,,,,11.43,,,12.64,,,,,,,,,,,,,14.24,,,15.82,,,,,,37.34,,,,45.18,,,60.66,,,,,,,,,,,,58.38,,,,66.73,,,,71.99,,,79.68,,,,,
THA,Thailand,Asia,South-eastern Asia,age,0-1 month,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.95,,,,,,24.6,,,,33.53,,,22.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THA,Thailand,Asia,South-eastern Asia,age,12-15 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.73,,,64.91,,,,,,,,,,,,,68.78,,,72.65,,,,,,59.31,,,,83.42,,,90.37,,,,,,,,,,,,,,,,,,,,,,,,,,
THA,Thailand,Asia,South-eastern Asia,age,12-23 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.94,,,66.97,,,,,,,,,,,,,71.48,,,74.13,,,,,,62.17,,,,84.8,,,88.85,,,,,,,,,,,,,,,,,,,,,,,,,,
THA,Thailand,Asia,South-eastern Asia,age,16-19 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.64,,,72.6,,,,,,,,,,,,,71.44,,,78.61,,,,,,65.84,,,,83.55,,,90.83,,,,,,,,,,,,,,,,,,,,,,,,,,
THA,Thailand,Asia,South-eastern Asia,age,2-3 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79,,,,,,10.3,,,,30.7,,,13.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THA,Thailand,Asia,South-eastern Asia,age,20-23 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.02,,,63.58,,,,,,,,,,,,,74.77,,,71.29,,,,,,61.51,,,,87.85,,,85.75,,,,,,,,,,,,,,,,,,,,,,,,,,
THA,Thailand,Asia,South-eastern Asia,age,4-5 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,,,,,,4.91,,,,8.88,,,7.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THA,Thailand,Asia,South-eastern Asia,age,6-11 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.77,,,48.03,,,,,,,,,,,,,41.74,,,58.65,,,,,,62.2,,,,73.25,,,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,
THA,Thailand,Asia,South-eastern Asia,education,None or primary,Diet,,,,,,,30.51,,,,,,26.31,,,,27.48,,,14.35,,,,,,,,,49.15,,,,,,50.23,,,,41.94,,,30.79,,,,,,,,3.83,,,,,,10.74,,,,13.41,,,6.19,,,,,,,,,,,,49.8,,,51.62,,,,,,,,,,,,,61.55,,,57.96,,,,,,61.51,,,,80.93,,,89.26,,,,,,,,,,87.41,,,,,,93.82,,,,94.95,,,95.15,,,
THA,Thailand,Asia,South-eastern Asia,education,Secondary or higher,Diet,,,,,,,23.5,,,,,,25.61,,,,22.88,,,21.32,,,,,,,,,49.77,,,,,,44.98,,,,39.45,,,34.62,,,,,,,,6.49,,,,,,12.91,,,,26.21,,,16.21,,,,,,,,,,,,54.42,,,65.19,,,,,,,,,,,,,63.95,,,74.29,,,,,,62.61,,,,81.89,,,84.99,,,,,,,,,,83.78,,,,,,82.41,,,,80.52,,,89.95,,,
THA,Thailand,Asia,South-eastern Asia,location,National,Diet,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,0.49,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2.5,,,,,,,,,,,,,,,,,,,,,,0.59,0.14
THA,Thailand,Asia,South-eastern Asia,location,Regional,Diet,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,0.35,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,3.52,,,,,,,,,,,,,,,,,,,,,,0.69,0.42
THA,Thailand,Asia,South-eastern Asia,location,Rural,Diet,,,,,,,30.44,,,,,,,,,,25.58,,,19.02,,,,,,,,,51.68,,,,,,,,,,42.28,,,37.07,,,,,,,,6.16,,,,,,,,,,26.26,,,13.39,,,,,,,,,,,,49.81,,,63.06,,,,,,,,,,,,,61.25,,,69.5,,,,,,,,,,81.7,,,89.09,,,,,,,,,,84.87,,,,,,,,,,85.64,,,92.39,,,
THA,Thailand,Asia,South-eastern Asia,location,Sub-regional,Diet,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,0.4,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,2.74,,,,,,,,,,,,,,,,,,,,,,0.52,0.24
THA,Thailand,Asia,South-eastern Asia,location,Target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
THA,Thailand,Asia,South-eastern Asia,location,Urban,Diet,,,,,,,19.58,,,,,,,,,,22.74,,,19.33,,,,,,,,,43.61,,,,,,,,,,37.02,,,29.56,,,,,,,,3.46,,,,,,,,,,18.57,,,15.01,,,,,,,,,,,,57.44,,,57.01,,,,,,,,,,,,,65.98,,,68.74,,,,,,,,,,81.39,,,80.98,,,,,,,,,,86.97,,,,,,,,,,83.41,,,90.27,,,
THA,Thailand,Asia,South-eastern Asia,location,Within target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
THA,Thailand,Asia,South-eastern Asia,sex,Both,Diet,,,,,,,27.34,,,,,,25.89,,,,24.48,,,19.13,,,,,,,,,49.56,,,,,,46.25,,,,39.94,,,33.99,,,,,,,,5.35,,,15.1,,,12.26,,,,23.04,,,14,,,,,,,,,,,,52.9,,,60.99,,,,,,,,,,,,,63.17,,,69.24,,,,,,62.18,,,,81.58,,,86.31,,,,,,,,,,85.43,,,,,,87.04,,,,84.6,,,91.74,,,
THA,Thailand,Asia,South-eastern Asia,sex,Boys,Diet,,,,,,,26.63,,,,,,21.27,,,,22.34,,,17.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.44,,,,,,9.6,,,,20.54,,,15.52,,,,,,,,,,,,51.22,,,60.87,,,,,,,,,,,,,61.74,,,69.45,,,,,,63.47,,,,81.05,,,87.62,,,,,,,,,,88.13,,,,,,86.34,,,,83.82,,,96.13,,,
THA,Thailand,Asia,South-eastern Asia,sex,Girls,Diet,,,,,,,28.07,,,,,,30.23,,,,27.09,,,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.26,,,,,,16.05,,,,25.89,,,12.4,,,,,,,,,,,,55.03,,,61.12,,,,,,,,,,,,,64.96,,,69.02,,,,,,61,,,,82.24,,,84.87,,,,,,,,,,81.93,,,,,,87.54,,,,85.7,,,87.25,,,
THA,Thailand,Asia,South-eastern Asia,wealth,Highest,Diet,,,,,,,17.06,,,,,,18.7,,,,10.9,,,16.44,,,,,,,,,42.72,,,,,,33.71,,,,27.24,,,30.98,,,,,,,,7.27,,,,,,8.58,,,,36.35,,,15.77,,,,,,,,,,,,48.26,,,64.96,,,,,,,,,,,,,58.27,,,73.95,,,,,,72.67,,,,78.21,,,83.43,,,,,,,,,,88.42,,,,,,98.15,,,,63.3,,,87.24,,,
