iso3,country,region,subregion,disaggregation,disagg.value,section,continued_breastfeeding_1yr_2000,continued_breastfeeding_1yr_2001,continued_breastfeeding_1yr_2002,continued_breastfeeding_1yr_2003,continued_breastfeeding_1yr_2004,continued_breastfeeding_1yr_2005,continued_breastfeeding_1yr_2006,continued_breastfeeding_1yr_2007,continued_breastfeeding_1yr_2008,continued_breastfeeding_1yr_2009,continued_breastfeeding_1yr_2010,continued_breastfeeding_1yr_2011,continued_breastfeeding_1yr_2012,continued_breastfeeding_1yr_2013,continued_breastfeeding_1yr_2014,continued_breastfeeding_1yr_2015,continued_breastfeeding_1yr_2016,continued_breastfeeding_1yr_2017,continued_breastfeeding_1yr_2018,continued_breastfeeding_1yr_2019,continued_breastfeeding_1yr_2020,Dairy_2018,early_initiation_2000,early_initiation_2001,early_initiation_2002,early_initiation_2003,early_initiation_2004,early_initiation_2005,early_initiation_2006,early_initiation_2007,early_initiation_2008,early_initiation_2009,early_initiation_2010,early_initiation_2011,early_initiation_2012,early_initiation_2013,early_initiation_2014,early_initiation_2015,early_initiation_2016,early_initiation_2017,early_initiation_2018,early_initiation_2019,early_initiation_2020,exclusive_breastfeeding_2000,exclusive_breastfeeding_2001,exclusive_breastfeeding_2002,exclusive_breastfeeding_2003,exclusive_breastfeeding_2004,exclusive_breastfeeding_2005,exclusive_breastfeeding_2006,exclusive_breastfeeding_2007,exclusive_breastfeeding_2008,exclusive_breastfeeding_2009,exclusive_breastfeeding_2010,exclusive_breastfeeding_2011,exclusive_breastfeeding_2012,exclusive_breastfeeding_2013,exclusive_breastfeeding_2014,exclusive_breastfeeding_2015,exclusive_breastfeeding_2016,exclusive_breastfeeding_2017,exclusive_breastfeeding_2018,exclusive_breastfeeding_2019,exclusive_breastfeeding_2020,Fish_2018,Fruit_2018,Legumes_2018,minimum_accept_diet_2009,minimum_accept_diet_2010,minimum_accept_diet_2011,minimum_accept_diet_2012,minimum_accept_diet_2013,minimum_accept_diet_2014,minimum_accept_diet_2015,minimum_accept_diet_2016,minimum_accept_diet_2017,minimum_accept_diet_2018,minimum_accept_diet_2019,minimum_accept_diet_2020,minimum_diet_diversity_2005,minimum_diet_diversity_2006,minimum_diet_diversity_2007,minimum_diet_diversity_2008,minimum_diet_diversity_2009,minimum_diet_diversity_2010,minimum_diet_diversity_2011,minimum_diet_diversity_2012,minimum_diet_diversity_2013,minimum_diet_diversity_2014,minimum_diet_diversity_2015,minimum_diet_diversity_2016,minimum_diet_diversity_2017,minimum_diet_diversity_2018,minimum_diet_diversity_2019,minimum_diet_diversity_2020,minimum_meal_2006,minimum_meal_2009,minimum_meal_2010,minimum_meal_2011,minimum_meal_2012,minimum_meal_2013,minimum_meal_2014,minimum_meal_2015,minimum_meal_2016,minimum_meal_2017,minimum_meal_2018,minimum_meal_2019,minimum_meal_2020,Nuts_2018,Red meat_2018,solid_foods_2000,solid_foods_2001,solid_foods_2002,solid_foods_2003,solid_foods_2004,solid_foods_2005,solid_foods_2006,solid_foods_2007,solid_foods_2008,solid_foods_2009,solid_foods_2010,solid_foods_2011,solid_foods_2012,solid_foods_2013,solid_foods_2014,solid_foods_2015,solid_foods_2016,solid_foods_2017,solid_foods_2018,solid_foods_2019,solid_foods_2020,Vegetables_2018,Whole grains_2018
DMA,Dominica,Latin America and the Caribbean,Caribbean,location,Within target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
DNK,Denmark,Europe,Northern Europe,location,National,Diet,,,,,,,,,,,,,,,,,,,,,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,0.45,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,3.98,,,,,,,,,,,,,,,,,,,,,,0.4,0.36
DNK,Denmark,Europe,Northern Europe,location,Regional,Diet,,,,,,,,,,,,,,,,,,,,,,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,0.65,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,5.86,,,,,,,,,,,,,,,,,,,,,,0.56,0.42
DNK,Denmark,Europe,Northern Europe,location,Sub-regional,Diet,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,0.47,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,3.98,,,,,,,,,,,,,,,,,,,,,,0.42,0.34
DNK,Denmark,Europe,Northern Europe,location,Target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
DNK,Denmark,Europe,Northern Europe,location,Within target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,age,0-1 month,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.92,,20.06,,,,,18.84,,,,,,12.32,8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,age,12-15 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.04,49.51,,,,,,,,,57.41,,,,,,48.96,59.42,,,,,,,,,,,,73.72,81.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,age,12-23 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.48,50.29,,,,,,,,,63.97,,,,,,54.42,59.52,,,,,,,,,,,,77.04,83.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,age,16-19 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.87,50.54,,,,,,,,,66.15,,,,,,57.39,59.52,,,,,,,,,,,,80.28,84.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,age,2-3 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.35,,7.1,,,,,5.27,,,,,,7.49,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,age,20-23 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.18,50.65,,,,,,,,,66.8,,,,,,57.39,59.59,,,,,,,,,,,,77.8,83.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,age,4-5 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,3.82,,,,,1.59,,,,,,1.16,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,age,6-11 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.79,28.3,,,,,,,,,47.59,,,,,,36.12,36.85,,,,,,,,,,,,67.93,65.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,education,None or primary,Diet,17.44,,26.55,,,,,25.99,,,,,,34.25,25.17,,,,,,,,,,67.12,,,,,67.05,,,,,,48.27,48.01,,,,,,,12.11,,10.64,,,,,7,,,,,,9.34,6.93,,,,,,,,,,,,,,29.7,36.71,,,,,,,,,54.72,,,,,,41.04,47.2,,,,,,,,,,,,69.23,70.44,,,,,,,,,,,76.89,,,,,79.92,,,,,,82.76,77.24,,,,,,,,
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,education,Secondary or higher,Diet,19.37,,16.72,,,,,19.44,,,,,,20.35,17.45,,,,,,,,,,56.92,,,,,55.87,,,,,,40.59,33.77,,,,,,,9.1,,9.21,,,,,7.25,,,,,,5.76,3.54,,,,,,,,,,,,,,41.26,45.08,,,,,,,,,60.2,,,,,,51.62,53.33,,,,,,,,,,,,76.23,79.64,,,,,,,,,,,85.39,,,,,89.55,,,,,,82.24,82.18,,,,,,,,
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,location,National,Diet,,,,,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.71,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3.7,,,,,,,,,,,,,,,,,,,,,,0.35,0.13
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,location,Regional,Diet,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.55,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,4.95,,,,,,,,,,,,,,,,,,,,,,0.4,0.13
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,location,Rural,Diet,17.73,,25.28,,,,,25.86,,,,,,22.49,25.69,,,,,,,,,,65.15,,,,,61.73,,,,,,44.33,41.02,,,,,,,11.2,,11.27,,,,5.3,9.26,,,14.2,,,7.92,3.96,,,,,,,,,,,,,,37.5,39.22,,,,,,,,,55.26,,,,,,46.53,49.23,,,,,,,,,,,,73.46,72.61,,,,,,,,,,,74.89,,,,,85.37,,,,,,81.24,76.8,,,,,,,,
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,location,Sub-regional,Diet,,,,,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.58,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,4.46,,,,,,,,,,,,,,,,,,,,,,0.34,0.21
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,location,Target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,location,Urban,Diet,18.59,,19.84,,,,,20.43,,,,,,26.15,17.87,,,,,,,,,,60.75,,,,,59.85,,,,,,42.75,37.08,,,,,,,10.85,,9.29,,,,3.3,5.98,,,5.6,,,6.26,4.75,,,,,,,,,,,,,,37.33,43.44,,,,,,,,,59.29,,,,,,48.59,52.05,,,,,,,,,,,,74.02,78.08,,,,,,,,,,,84.28,,,,,86.15,,,,,,82.7,81.92,,,,,,,,
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,location,Within target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,sex,Both,Diet,18.23,,21.73,,,,,22.08,,,,,,25.18,19.95,,,,,,,,,,62.25,,,,,60.45,,,,,,43.16,38.08,,,,,,,11.04,,9.94,,,,4.1,7.14,,,8,,,6.75,4.56,,,,,,,,,,,,,,37.37,42.33,,,,,,,,,58.02,,,,,,48.06,51.31,,,,,,,,,,,,73.87,76.64,,,,,,,,,,,81.03,,,,,85.88,,,,,,82.4,80.53,,,,,,,,
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,sex,Boys,Diet,18.17,,21.05,,,,,21.21,,,,,,19.4,17.99,,,,,,,,,,60.46,,,,,61.4,,,,,,42.58,,,,,,,,12.2,,9.02,,,,5.5,6.95,,,8.4,,,8.97,5.14,,,,,,,,,,,,,,35.82,41.54,,,,,,,,,56.35,,,,,,45.6,50.04,,,,,,,,,,,,75.32,77.77,,,,,,,,,,,83.25,,,,,85.78,,,,,,75.86,81.68,,,,,,,,
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,sex,Girls,Diet,18.29,,22.48,,,,,22.95,,,,,,30.4,21.91,,,,,,,,,,64.11,,,,,59.45,,,,,,43.73,,,,,,,,9.95,,10.83,,,,2,7.35,,,7.8,,,4.38,3.96,,,,,,,,,,,,,,38.86,43.1,,,,,,,,,59.71,,,,,,50.42,52.57,,,,,,,,,,,,72.49,75.51,,,,,,,,,,,78.96,,,,,85.97,,,,,,89.06,79.26,,,,,,,,
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,wealth,Highest,Diet,9.75,,,,,,,8.91,,,,,,15.97,14.18,,,,,,,,,,,,,,,42.89,,,,,,37.05,21.13,,,,,,,,,,,,,6.8,1.33,,,3.5,,,2.71,3.67,,,,,,,,,,,,,,48.46,50.64,,,,,,,,,68.66,,,,,,60.18,60.55,,,,,,,,,,,,75.81,82.49,,,,,,,,,,,,,,,,96.55,,,,,,89.07,84.97,,,,,,,,
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,wealth,Lowest,Diet,26.58,,,,,,,32.31,,,,,,40.16,27.16,,,,,,,,,,,,,,,68.47,,,,,,50.67,50,,,,,,,13.94,,,,,,5.1,9.49,,,7.1,,,9.83,7.19,,,,,,,,,,,,,,26.57,34.27,,,,,,,,,54.43,,,,,,38.3,44.5,,,,,,,,,,,,63.4,67.73,,,,,,,,,,,,,,,,78.76,,,,,,77.19,78.67,,,,,,,,
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,wealth,Middle,Diet,18.08,,,,,,,21.12,,,,,,22.12,17.72,,,,,,,,,,,,,,,61.34,,,,,,39.58,40.3,,,,,,,15.4,,,,,,3,5.11,,,9,,,6.62,2.58,,,,,,,,,,,,,,43.97,43.03,,,,,,,,,60.58,,,,,,50.14,50.92,,,,,,,,,,,,83.99,79.68,,,,,,,,,,,,,,,,85.59,,,,,,78.43,79.14,,,,,,,,
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,wealth,Second highest,Diet,20.08,,,,,,,17.62,,,,,,18.09,19.15,,,,,,,,,,,,,,,58.61,,,,,,43.59,31.7,,,,,,,9.03,,,,,,2.8,7.43,,,9.4,,,5.14,2.4,,,,,,,,,,,,,,36.59,44.21,,,,,,,,,59.31,,,,,,47.66,52.43,,,,,,,,,,,,78.15,81.14,,,,,,,,,,,,,,,,91.18,,,,,,90.9,85.73,,,,,,,,
DOM,Dominican Republic,Latin America and the Caribbean,Caribbean,wealth,Second lowest,Diet,15.17,,,,,,,23.42,,,,,,21.08,18.33,,,,,,,,,,,,,,,63.32,,,,,,42.15,38.23,,,,,,,11.42,,,,,,3.2,9.44,,,9.6,,,8.13,5.32,,,,,,,,,,,,,,35.85,44.3,,,,,,,,,51.81,,,,,,48.42,52.86,,,,,,,,,,,,71.52,76.8,,,,,,,,,,,,,,,,84.32,,,,,,76.57,78.59,,,,,,,,
DZA,Algeria,Africa,Northern Africa,age,0-1 month,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,,,,,,,45.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZA,Algeria,Africa,Northern Africa,age,12-15 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.63,,,,,,,,,,,,,,,,40.66,,,,,,40.62,,,,,,,46.56,,,,,,,,,,,,,,,,,,,,,,,,,,
DZA,Algeria,Africa,Northern Africa,age,12-23 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.44,,,,,,,,,,,,,,,,44.86,,,,,,49.03,,,,,,,48.41,,,,,,,,,,,,,,,,,,,,,,,,,,
DZA,Algeria,Africa,Northern Africa,age,16-19 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1,,,,,,,,,,,,,,,,47.92,,,,,,50.94,,,,,,,50.45,,,,,,,,,,,,,,,,,,,,,,,,,,
DZA,Algeria,Africa,Northern Africa,age,2-3 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.01,,,,,,,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZA,Algeria,Africa,Northern Africa,age,20-23 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.46,,,,,,,,,,,,,,,,45.82,,,,,,55.64,,,,,,,48.04,,,,,,,,,,,,,,,,,,,,,,,,,,
DZA,Algeria,Africa,Northern Africa,age,4-5 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.16,,,,,,,13.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZA,Algeria,Africa,Northern Africa,age,6-11 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.98,,,,,,,,,,,,,,,,27.34,,,,,,23.43,,,,,,,41.09,,,,,,,,,,,,,,,,,,,,,,,,,,
DZA,Algeria,Africa,Northern Africa,education,None or primary,Diet,,,,,,,,,,,,,35.69,,,,,,,39.84,,,,,,,,,,,,,,,37.11,,,,,,,35.28,,,,,,,,,,,,,,25.67,,,,,,,30.11,,,,,,,,,,,,,,,12.42,,,,,,,,,,,,,,,,29.46,,,,,,38.95,,,,,,,40.11,,,,,,,,,,,,,,,,76.83,,,,,,,85.53,,,
DZA,Algeria,Africa,Northern Africa,education,Secondary or higher,Diet,,,,,,,,,,,,,35.27,,,,,,,36.46,,,,,,,,,,,,,,,33.21,,,,,,,31.89,,,,,,,,,,,,,,24.87,,,,,,,27.84,,,,,,,,,,,,,,,19.85,,,,,,,,,,,,,,,,41.06,,,,,,42.32,,,,,,,47.2,,,,,,,,,,,,,,,,77.8,,,,,,,88.1,,,
DZA,Algeria,Africa,Northern Africa,location,National,Diet,,,,,,,,,,,,,,,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.4,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,2.61,,,,,,,,,,,,,,,,,,,,,,0.65,0.21
DZA,Algeria,Africa,Northern Africa,location,Regional,Diet,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.34,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,1.81,,,,,,,,,,,,,,,,,,,,,,0.46,0.45
DZA,Algeria,Africa,Northern Africa,location,Rural,Diet,,,,,,,,,,,,,35.6,,,,,,,36.9,,,,,,,,,,,,,,,36.16,,,,,,,33.54,,,,,,,,7.2,,,,,,25.63,,,,,,,27.71,,,,,,,,,,,,,,,17.87,,,,,,,,,,,,,,,,36.99,,,,,,38.11,,,,,,,45.52,,,,,,,,,,,,,,,,78.23,,,,,,,87.67,,,
DZA,Algeria,Africa,Northern Africa,location,Sub-regional,Diet,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.42,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,2.07,,,,,,,,,,,,,,,,,,,,,,0.52,0.2
DZA,Algeria,Africa,Northern Africa,location,Target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
DZA,Algeria,Africa,Northern Africa,location,Urban,Diet,,,,,,,,,,,,,35.51,,,,,,,36.56,,,,,,,,,,,,,,,35.42,,,,,,,32.12,,,,,,,,6.7,,,,,,25.24,,,,,,,29.24,,,,,,,,,,,,,,,20.2,,,,,,,,,,,,,,,,41.28,,,,,,41.43,,,,,,,46.59,,,,,,,,,,,,,,,,76.54,,,,,,,88.1,,,
DZA,Algeria,Africa,Northern Africa,location,Within target,Diet,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
DZA,Algeria,Africa,Northern Africa,sex,Both,Diet,,,,,,,,,,,,,35.54,,,,,,,36.71,,,,,,,,,49.5,,,,,,35.71,,,,,,,32.73,,12.6,,,,,,6.9,,,,,,25.39,,,,,,,28.63,,,,,,,,,,,,,,,19.16,,,,,,,,,,,,,,,,39.36,,,,,,40.15,,,,,,,46.11,,,,,,,,,,,,,,,,77.18,,,,,,,87.91,,,
DZA,Algeria,Africa,Northern Africa,sex,Boys,Diet,,,,,,,,,,,,,34.05,,,,,,,37.88,,,,,,,,,,,,,,,,,,,,,,33.34,,,,,,,,7.2,,,,,,24.44,,,,,,,28.1,,,,,,,,,,,,,,,18.12,,,,,,,,,,,,,,,,40.01,,,,,,40.57,,,,,,,44.46,,,,,,,,,,,,,,,,78.36,,,,,,,86.56,,,
DZA,Algeria,Africa,Northern Africa,sex,Girls,Diet,,,,,,,,,,,,,37.12,,,,,,,35.59,,,,,,,,,,,,,,,,,,,,,,32.07,,,,,,,,6.7,,,,,,26.38,,,,,,,29.23,,,,,,,,,,,,,,,20.21,,,,,,,,,,,,,,,,38.69,,,,,,39.71,,,,,,,47.8,,,,,,,,,,,,,,,,75.91,,,,,,,89.42,,,
DZA,Algeria,Africa,Northern Africa,wealth,Highest,Diet,,,,,,,,,,,,,33.57,,,,,,,42.55,,,,,,,,,,,,,,,30.05,,,,,,,28.56,,,,,,,,6.6,,,,,,30.31,,,,,,,29.31,,,,,,,,,,,,,,,27.04,,,,,,,,,,,,,,,,52.04,,,,,,41.67,,,,,,,52.02,,,,,,,,,,,,,,,,84.81,,,,,,,90.46,,,
DZA,Algeria,Africa,Northern Africa,wealth,Lowest,Diet,,,,,,,,,,,,,35.31,,,,,,,36.29,,,,,,,,,,,,,,,37.16,,,,,,,36.26,,,,,,,,8.2,,,,,,25.72,,,,,,,28.41,,,,,,,,,,,,,,,14.15,,,,,,,,,,,,,,,,31.04,,,,,,37.83,,,,,,,42.29,,,,,,,,,,,,,,,,71.46,,,,,,,84.81,,,
DZA,Algeria,Africa,Northern Africa,wealth,Middle,Diet,,,,,,,,,,,,,35.4,,,,,,,36.5,,,,,,,,,,,,,,,35.53,,,,,,,32.04,,,,,,,,4.1,,,,,,28.72,,,,,,,28.07,,,,,,,,,,,,,,,16.18,,,,,,,,,,,,,,,,36.54,,,,,,39.74,,,,,,,46.57,,,,,,,,,,,,,,,,76.49,,,,,,,91.03,,,
DZA,Algeria,Africa,Northern Africa,wealth,Second highest,Diet,,,,,,,,,,,,,38.12,,,,,,,37.11,,,,,,,,,,,,,,,38.98,,,,,,,32.31,,,,,,,,6.4,,,,,,21.44,,,,,,,30.82,,,,,,,,,,,,,,,23.42,,,,,,,,,,,,,,,,46.89,,,,,,40.99,,,,,,,46.99,,,,,,,,,,,,,,,,81.53,,,,,,,86.71,,,
DZA,Algeria,Africa,Northern Africa,wealth,Second lowest,Diet,,,,,,,,,,,,,35.13,,,,,,,33.55,,,,,,,,,,,,,,,35.81,,,,,,,32.87,,,,,,,,9,,,,,,22.08,,,,,,,26.83,,,,,,,,,,,,,,,18.49,,,,,,,,,,,,,,,,36.36,,,,,,40.88,,,,,,,45.17,,,,,,,,,,,,,,,,73.22,,,,,,,87.78,,,
ECU,Ecuador,Latin America and the Caribbean,South America,age,12-15 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.44,,,,,,,,,,,,,,,,57.44,,,,,,,,,,,,,45.88,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU,Ecuador,Latin America and the Caribbean,South America,age,12-23 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9,,,,,,,,,,,,,,,,60.68,,,,,,,,,,,,,51.84,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU,Ecuador,Latin America and the Caribbean,South America,age,16-19 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.35,,,,,,,,,,,,,,,,59.78,,,,,,,,,,,,,53.66,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU,Ecuador,Latin America and the Caribbean,South America,age,20-23 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.18,,,,,,,,,,,,,,,,65.39,,,,,,,,,,,,,56.78,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU,Ecuador,Latin America and the Caribbean,South America,age,6-11 months,Diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.27,,,,,,,,,,,,,,,,38.17,,,,,,,,,,,,,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,
