series,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Protein (g/person/day),51.854095,56.717285,57.35055,57.625126,59.157585,60.273537,62.785328,63.69955,63.26952,63.82273,61.07718,61.785995,61.550262,60.84411,63.164654,61.779373,63.580326,63.775772,64.61835,66.97826,66.85442
Protein (g/person/day),64.175545,66.68188,64.16735,68.447205,70.63361,71.34755,71.84177,73.57762,76.24954,74.88376,83.07387,79.78627,79.388824,79.74697,79.08736,81.15822,83.00994,81.55683,83.96843,83.84279,83.28304
Protein (g/person/day),58.89199,58.211773,58.77715,59.00634,60.204514,61.75971,62.854946,63.949024,63.15941,63.52338,61.164623,60.423237,59.880585,59.180122,60.086987,58.67398,59.267277,60.094208,59.407932,58.56778,58.29134
Protein (g/person/day),59.77071,57.694416,61.084187,58.58871,59.490013,58.482742,57.23541,56.566387,56.19833,55.899475,56.28489,57.7905,57.80775,56.22575,56.366722,55.925644,55.331562,55.332184,53.734604,54.420692,53.575752
Protein (g/person/day),71.43949,68.49506,75.37658,71.89028,75.66713,72.80479,73.57392,79.03906,76.73692,79.60462,78.364655,77.41351,77.9812,78.688515,79.38731,80.83381,81.20084,81.80201,83.00474,84.21842,85.05876
Protein (g/person/day),105.12863,105.572945,105.57661,103.6126,104.40251,105.39704,105.17839,107.389725,110.06529,109.82454,117.479904,116.079445,116.25273,114.76234,111.25815,112.72904,112.63909,114.15099,116.62102,117.21629,119.30115
Protein (g/person/day),67.31686,74.15703,74.25236,77.44886,74.9821,74.54092,75.45309,79.456085,84.14008,86.0044,87.96157,85.00352,85.45185,87.26202,87.66593,87.92997,85.4233,87.78569,89.42942,94.44633,97.650085
Protein (g/person/day),57.488106,54.67785,53.372154,54.528137,53.769142,54.193447,54.713646,56.33533,55.932228,57.025078,55.620926,55.647446,55.293236,57.95462,60.190044,60.56468,62.20752,63.444195,63.775177,65.57287,66.61866
Protein (g/person/day),63.517384,67.55172,68.04051,68.57642,64.974174,69.01273,69.53529,73.571434,74.52053,74.121445,74.47616,76.47744,78.59617,78.17403,79.37835,79.067154,79.840866,79.88257,89.24086,86.54333,87.674095
Protein (g/person/day),,,,,,,,,,,59.532932,60.538746,59.61965,59.257923,61.2069,62.438396,60.930317,59.766212,59.887184,58.17023,57.868702
Protein (g/person/day),76.14938,78.831024,85.748795,81.01737,76.900215,74.89846,76.7595,75.06487,71.65956,71.76658,67.76968,71.53464,66.61251,72.85417,72.28792,69.92212,70.552986,75.53758,75.85023,77.05917,78.68887
Protein (g/person/day),63.345547,62.49642,61.577404,62.136875,61.61842,65.12338,66.92419,68.808395,69.34352,71.184685,76.01216,77.106865,80.597374,81.306854,83.91389,85.484276,85.67715,86.674866,89.2205,91.29705,90.77346
Protein (g/person/day),53.738083,54.534367,54.695972,54.766018,56.1092,56.689194,58.064545,59.24314,58.94515,60.125763,60.985355,59.25389,59.121716,59.07521,59.786884,60.238243,61.66942,61.514362,63.026638,66.899,67.20927
Protein (g/person/day),99.41228,98.723694,99.63615,100.0581,98.14731,97.76345,97.8155,98.72944,97.11351,99.71675,102.723495,101.96094,100.75865,99.89365,99.14235,99.51171,102.474976,103.71552,104.29138,106.3593,108.44307
Protein (g/person/day),112.84878,114.29017,111.924126,110.0878,112.866615,112.91772,113.42523,117.16403,114.03173,114.058525,116.35344,113.16476,111.3014,111.14982,111.22272,112.36778,112.996124,114.583664,118.35955,117.85551,116.510506
Protein (g/person/day),,,,,,,,,,,,,,,,,,,,102.44814,104.73642
Protein (g/person/day),96.88582,101.09186,106.926445,109.938614,110.96021,113.845085,114.93965,115.374725,117.921486,116.811844,112.50208,112.19288,111.53467,111.141335,104.86021,108.27282,108.93998,108.86157,108.72826,105.301834,105.11345
Protein (g/person/day),85.222466,86.7811,88.66787,89.96857,90.65577,94.287094,95.53015,98.88782,99.97084,99.98626,101.25467,101.321884,103.14905,102.09738,102.7699,102.33347,101.355705,102.704666,103.91827,105.08363,105.82997
Protein (g/person/day),44.682076,48.47641,51.433247,50.3379,49.54424,50.63246,52.11896,54.992363,55.69247,58.33379,59.60668,58.16551,57.779922,58.182903,58.225746,58.52959,59.39688,59.354736,58.143833,57.099068,55.537518
Protein (g/person/day),77.71828,76.38841,79.10841,77.88531,79.351105,76.66731,79.605545,78.01139,81.515686,83.149445,80.57327,78.28883,76.0774,76.705795,81.06073,82.52541,85.74225,87.97724,83.14647,76.47665,75.58226
Protein (g/person/day),87.31245,82.81095,88.664764,88.71949,89.274284,89.30674,86.323074,86.966644,86.3748,86.70902,84.11442,84.372284,84.23752,81.454094,87.10916,87.93154,87.90392,87.89751,94.38947,85.9019,91.07483
Protein (g/person/day),64.28843,62.004524,73.05272,74.24111,76.70195,78.68396,79.59602,83.01175,85.000496,86.14664,88.58402,87.14741,89.29318,88.81752,86.16315,93.52099,92.33592,93.08029,92.693054,96.595,92.08601
Protein (g/person/day),72.22642,73.315155,73.30547,74.417114,72.31074,74.90696,72.39656,74.45672,76.1518,75.929016,81.82869,80.803764,82.64714,83.56346,82.65452,83.59917,83.688385,83.76918,81.272964,83.30815,81.05922
Protein (g/person/day),49.399357,48.996315,50.142273,54.852318,55.100056,55.214382,55.622513,55.78268,55.4436,56.38317,55.248856,54.43867,53.62775,53.74593,52.94186,52.198147,53.398605,52.46388,53.838654,56.297276,55.27864
Protein (g/person/day),78.34594,78.22936,78.90352,80.38871,82.25137,84.72319,83.54421,83.48073,79.38431,78.01601,82.51932,82.21528,83.51055,83.77876,87.730545,88.74304,89.04859,85.7411,83.2033,86.227615,89.71095
Protein (g/person/day),62.336864,55.39063,53.108593,56.55903,58.250237,58.583378,59.758934,59.95802,62.375645,63.084515,63.520885,60.220566,61.81484,60.407127,60.229713,61.780003,63.202793,64.96047,64.698944,64.83597,66.21729
Protein (g/person/day),,,,,,,98.854576,99.326706,101.83401,100.18705,103.16604,103.64006,104.057495,103.54829,100.78706,101.4784,99.679,98.36764,99.75547,105.37039,106.70549
Protein (g/person/day),96.98818,93.91986,96.341225,92.54982,96.047424,93.78811,,,,,,,,,,,,,,,
Protein (g/person/day),,,,,,,,,,,88.74134,86.32169,87.16646,83.654816,79.37867,83.10347,86.49655,89.3271,90.33078,92.23811,93.537094
Protein (g/person/day),38.97895,39.60689,41.012962,41.26471,43.666267,45.530426,46.821808,45.72327,48.691067,48.92292,51.10513,51.492493,51.668175,51.808666,50.5882,49.994717,47.814083,48.38506,48.636692,49.208694,49.049774
Protein (g/person/day),71.7605,71.16246,73.78521,73.923164,71.43326,74.32334,74.12139,71.61588,73.88517,73.01541,72.47155,72.18426,67.66143,70.50436,71.70452,68.09469,70.179214,69.048775,68.83895,71.92056,72.58935
Protein (g/person/day),102.63196,100.358795,98.9398,100.18986,99.22391,97.85612,97.95683,98.103134,101.5582,101.85137,100.309135,98.75443,98.19519,96.172646,98.5622,96.92829,97.834305,96.42971,94.63795,96.45055,97.23949
Protein (g/person/day),49.968605,48.10885,51.000725,50.409084,51.663773,52.00354,52.804546,53.23409,53.075253,53.349476,55.134956,56.742294,56.22957,54.328285,55.134487,54.348442,54.37968,52.825348,52.20957,51.303253,49.45908
Protein (g/person/day),73.14148,73.31464,72.555305,73.75644,76.31034,77.67053,78.8073,80.402824,80.70027,79.93894,79.468796,79.478584,80.067116,80.1813,81.931274,80.90351,81.09087,80.218925,81.01554,81.384895,79.751434
Protein (g/person/day),85.667786,85.869415,87.11989,87.44134,85.272285,86.05279,88.80593,89.82721,92.10894,91.07015,92.87394,96.83841,95.050385,95.70098,93.81261,93.29537,94.61319,96.79264,97.20095,96.806694,97.011024
Protein (g/person/day),,,,,,,,,,,,,,,,,,,,67.91211,67.650665
Protein (g/person/day),110.986336,112.24319,115.0365,113.18281,110.086464,107.95757,109.21562,109.80964,106.37875,106.59013,105.71547,105.11361,104.48757,105.44701,105.54725,105.90609,107.75126,107.37463,109.74721,110.814415,109.71091
Protein (g/person/day),52.132603,53.41752,53.477287,54.83907,55.48594,53.482918,54.72639,56.906036,55.239326,56.537987,57.006176,58.065582,59.819508,61.455807,62.378407,64.80133,65.44076,66.65491,67.157364,67.173256,69.01718
Protein (g/person/day),75.25675,77.149574,78.424934,78.57424,76.3076,76.41065,77.18328,76.60144,76.541885,74.446846,,,75.03402,77.286255,76.56514,75.46971,74.68056,74.41282,74.81729,74.57046,73.57794
Protein (g/person/day),55.69749,54.646126,54.53863,53.38009,54.128925,55.566532,56.939285,57.833576,56.965122,58.644882,60.9999,60.199783,61.47562,62.502983,60.59162,59.496193,59.719982,59.64198,62.816536,65.57427,65.05356
Protein (g/person/day),101.93101,103.79784,107.518875,107.95451,108.0601,107.760574,107.51585,106.988396,108.99749,107.75939,108.49321,107.55075,105.36167,107.96089,107.46454,106.966095,105.43243,105.242325,103.23983,108.272125,106.98294
Protein (g/person/day),95.63577,94.43296,93.325676,93.166626,92.305664,91.67948,92.3162,94.30785,93.59993,94.74521,94.81359,95.578445,92.03452,92.88077,97.20568,97.46933,96.751945,96.969444,97.502304,96.667404,98.13154
Protein (g/person/day),,,,,,,,,,,78.50852,77.23943,73.43565,72.99001,72.69166,69.007385,65.243355,61.572502,62.859684,63.878418,69.32831
Protein (g/person/day),93.36444,89.777084,90.30463,89.89627,87.92155,87.437195,87.655785,90.32332,89.94564,88.40756,82.081375,83.92417,83.473785,82.66352,83.49701,84.69129,83.54321,82.8549,86.17932,85.92605,87.73273
Protein (g/person/day),49.138905,48.16245,48.340145,48.2863,48.070274,49.681034,50.851124,50.58938,51.309944,52.04901,58.71068,60.00327,62.177437,63.87288,64.17824,68.720695,71.420975,74.58984,79.13262,81.090904,81.80231
Protein (g/person/day),52.1415,52.725105,54.40802,51.33003,53.210407,53.570698,54.444805,55.958252,52.81544,54.7114,56.123707,57.318783,57.8585,59.041523,59.78855,59.230682,59.38561,59.09264,58.978424,57.605743,58.13253
Protein (g/person/day),58.758003,57.00496,58.05365,57.840824,58.319145,60.28873,60.28151,58.703907,56.70059,56.86164,60.12763,59.546227,61.20805,60.115326,60.220814,60.76336,60.153133,59.9282,61.58228,60.879128,62.743713
Protein (g/person/day),49.854164,48.64489,47.489826,48.437904,48.77898,50.93234,50.88536,51.079437,51.51377,52.504074,52.817467,55.4075,54.228115,55.54222,54.922905,54.3941,56.17776,55.533283,55.853638,57.25152,55.854454
Protein (g/person/day),62.23865,64.665436,67.651955,66.09951,67.63786,67.84942,68.446365,68.722786,68.46411,70.31403,75.15273,76.1791,78.045746,79.281586,80.48089,81.58001,80.1478,79.83233,78.75121,78.36817,78.00644
Protein (g/person/day),86.971634,87.4802,85.295654,86.90918,86.80719,88.209366,86.87339,89.90867,89.32244,93.34123,93.68898,95.38033,95.35209,95.4244,97.12713,97.050606,97.643196,96.89278,96.644424,97.804436,97.548134
Protein (g/person/day),103.776596,101.67815,101.91486,101.28253,101.59278,101.84417,101.57637,101.254036,99.18144,99.34689,103.03299,104.22285,106.33766,106.229,106.29459,108.70355,107.05229,109.238556,110.21184,110.46106,113.00285
Protein (g/person/day),78.27509,80.12722,82.39717,84.78536,86.12836,86.91778,86.20087,90.79088,89.41926,89.09604,86.06804,85.58969,84.87765,86.1633,89.038376,87.88883,87.864426,86.74064,86.96808,87.38844,85.791374
Protein (g/person/day),49.268112,51.27355,52.484993,55.07165,53.792904,55.288246,52.424683,52.321575,56.183765,57.227516,57.96422,56.847805,56.3559,56.25416,55.302155,52.1908,50.10829,48.39242,48.445976,42.89965,51.80353
Protein (g/person/day),80.55104,82.0685,85.277115,84.30508,88.229645,89.443886,89.612366,89.2201,92.19994,88.18837,88.139755,90.02496,90.785416,92.06913,85.57158,86.403496,88.41358,88.3937,86.82567,88.40302,88.56378
Protein (g/person/day),99.01159,95.912964,101.57335,102.7189,100.20375,98.5643,102.83585,104.85188,103.405075,100.23304,71.510544,81.42153,80.00109,84.8656,83.03847,84.90127,86.23837,86.1541,86.42412,87.112816,89.52949
Protein (g/person/day),99.33885,101.25364,102.42415,103.562485,103.59044,103.814,104.171234,104.361885,102.598145,101.59731,101.81462,102.47546,102.83943,102.39649,102.76016,105.00341,106.341034,106.012054,106.00944,103.85576,106.70923
Protein (g/person/day),115.17852,113.594826,115.13145,115.25779,116.08466,115.60307,115.03484,115.2459,113.245285,111.252266,110.99829,109.08868,109.97569,109.801865,109.55456,110.159546,111.06784,111.63388,113.420975,114.67872,117.04343
Protein (g/person/day),87.66957,92.67597,86.993416,81.412285,79.59415,79.6557,80.40636,84.50678,89.77497,88.29623,86.95431,88.04257,88.21536,84.585,89.88048,86.53282,82.336044,84.08194,88.36251,92.00552,90.69558
Protein (g/person/day),66.282234,65.66901,67.15052,70.074974,71.076965,72.46688,73.63241,71.7075,74.74329,75.80575,87.04015,89.96022,93.2089,95.74333,97.54414,99.7274,100.38304,98.644196,100.10144,103.15493,104.251015
Protein (g/person/day),60.983826,60.274967,60.433956,61.368427,61.61361,62.12133,63.082127,65.742096,66.259346,65.85957,64.705215,64.79446,65.00558,65.598885,66.2213,66.19122,65.249176,67.046906,65.612724,64.49488,63.675877
Protein (g/person/day),62.93912,67.692215,61.337444,63.99713,64.42358,63.6262,64.420654,70.73481,79.274826,79.70133,76.4705,76.46899,75.57832,74.2678,77.97999,63.85955,52.765976,55.189903,48.881645,53.140495,55.533527
Protein (g/person/day),56.149796,57.986004,59.55488,62.7328,64.91931,66.46294,66.07408,70.284134,72.46962,75.15308,76.67548,78.2797,81.625084,81.23437,82.10838,81.78855,83.90006,85.39266,87.29714,87.45138,88.728874
Protein (g/person/day),54.115314,53.571644,55.651127,55.31834,51.923817,52.946117,52.496143,53.15722,52.043434,53.961624,57.316803,54.530464,58.430836,57.58348,55.42676,50.001045,47.024734,47.6453,47.80607,49.936356,50.627567
Protein (g/person/day),47.792953,47.51977,46.874878,48.483784,46.246017,50.631203,46.06876,44.34056,46.36617,48.071743,51.61405,54.024506,55.26159,57.3958,57.919544,58.704945,58.5419,57.115173,57.194996,50.50128,53.20628
Protein (g/person/day),48.79175,51.3055,49.215405,50.226738,51.665936,51.552055,53.0094,53.045105,51.654057,53.56943,64.02374,62.473034,63.137024,62.06671,57.589592,57.220444,57.227207,56.179665,54.926598,49.97996,53.078934
