Country,Series,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Antigua and Barbuda,Fat (g/day),78.114296,75.63488,76.33651,76.846016,77.46665,84.67394,84.68341,86.97459,84.62537,84.447754,94.24245,97.99859,101.753944,100.63539,96.18642,97.70115,96.97709
Antigua and Barbuda,Protein (g/day),73.64646,71.60336,71.60174,72.80095,72.53346,86.65857,83.88325,85.69465,87.0651,84.874985,78.48233,84.18932,84.80864,84.22315,83.28654,82.81087,79.76539
Argentina,Protein (g/day),104.31575,100.719315,89.80656,91.80492,90.90622,95.05089,97.0457,97.47897,97.87538,96.77337,100.22973,99.2602,99.87791,103.28936,101.37761,106.43015,103.638306
Argentina,Life Expectancy (Years),73.926,74.186,74.408,74.08,74.855,75.139,75.433,75.006,75.641,75.936,75.721,76.124,76.467,76.491,76.755,76.76,76.308
Argentina,BMI,26.32657818217035,26.4134027610102,26.50072609149675,26.58933953102595,26.6797926492092,26.77222906726395,26.866507201268,26.9629684972893,27.06175915350635,27.162661647162402,27.2658168277065,27.370941391777798,27.47716824149635,27.5843538579085,27.69222348374415,27.80035406108695,27.908135446036248
Argentina,Carbs (g/day),433.0869174757281,429.0122572815534,415.2943203883495,420.9597087378641,420.54055825242716,422.262427184466,420.72587378640776,419.6521601941747,420.6023786407767,415.5111165048544,440.4930825242718,434.0281553398058,422.2686165048543,432.98097087378636,427.99635922330094,434.03684466019416,425.74995145631067
Argentina,Fat (g/day),115.9628,113.75674,98.50713,98.13355,100.39707,105.94183,105.99374,109.23602,109.63817,109.12951,103.393936,105.29105,113.53336,111.04403,118.00504,119.90321,118.4936
Armenia,BMI,25.7220262987584,25.7602110815713,25.799316357695297,25.83941289334095,25.8809170819353,25.923667061619803,25.967938022841402,26.01366937840405,26.06191645046055,26.11151735644465,26.16164963692155,26.2122247135595,26.2632959585116,26.3146624274409,26.366242011397752,26.417450843577,26.46920131185685
Armenia,Protein (g/day),63.422283,63.726845,65.06071,69.05578,74.08683,76.55107,80.26218,81.82598,87.41135,84.68557,92.121635,95.096245,94.945915,98.08151,102.02727,103.4401,105.29094
Armenia,Carbs (g/day),377.6053398058252,377.8547087378641,370.40563106796117,390.4131796116505,419.30055825242715,430.21075242718445,442.04708737864075,420.9197087378641,431.97308252427183,432.54160194174756,466.6459466019418,457.5465533980582,453.8068689320388,460.5471359223301,467.4296116504854,474.93288834951454,471.53492718446597
Armenia,Fat (g/day),40.142525,41.673935,47.828945,56.59325,55.224598,62.343063,65.92433,76.252815,81.49412,77.9672,86.80899,92.88653,96.212654,100.44841,100.787704,99.43584,99.574066
Armenia,Life Expectancy (Years),70.624,70.932,71.018,71.436,71.421,71.792,71.987,72.327,72.398,72.813,73.16,73.305,73.454,73.676,74.058,74.436,74.664
Aruba,Life Expectancy (Years),73.569,73.647,73.726,73.752,73.576,73.811,74.026,74.21,74.147,74.56,75.404,75.465,75.531,75.636,75.601,75.683,75.617
Australia,Carbs (g/day),347.9739563106796,353.00157766990293,362.9538592233009,365.46043689320385,354.6310194174757,356.5589805825242,358.01533980582525,363.7364077669903,371.92080097087376,370.17699029126214,391.98827669902914,379.3738106796116,388.57842233009706,395.020072815534,380.1630339805825,373.7902184466019,376.26446601941745
Australia,Protein (g/day),102.58387,102.030594,106.09704,111.05368,102.99226,106.726494,106.638985,110.48907,108.43955,105.12414,111.55395,111.55573,110.94637,110.077896,108.41084,108.74234,109.27307
Australia,BMI,26.3789059516304,26.475448697269,26.566524524179947,26.6517556120251,26.7311817109888,26.80456617874035,26.8717918746393,26.93327835182815,26.9893636020532,27.0401942219842,27.084931591621,27.12449619931935,27.16024722389505,27.19441863453325,27.228155713472347,27.26190913727905,27.29578635031135
Australia,Life Expectancy (Years),79.2341463414634,79.6341463414634,79.9365853658537,80.2390243902439,80.490243902439,80.8414634146341,81.0414634146342,81.2926829268293,81.3951219512195,81.5439024390244,81.6951219512195,81.8951219512195,82.0463414634146,82.1487804878049,82.3,82.4,82.4487804878049
Australia,Fat (g/day),131.65773,135.92606,132.78073,132.67897,135.98022,139.63661,146.21571,146.79858,143.6353,146.1137,152.20317,156.46635,157.63252,153.60596,159.05217,160.23494,161.13692
Austria,BMI,25.09867217624935,25.1532506968481,25.206497596480652,25.258358760040252,25.3085699337245,25.35634358867855,25.4018768476909,25.444491656789047,25.4838860508062,25.52013993031455,25.5528723443727,25.582299583126648,25.609030982589,25.63460050251545,25.659836501643298,25.685110042158,25.7110633499576
Austria,Fat (g/day),159.21008,160.84718,154.52837,151.68791,156.01485,152.48145,162.48117,163.08948,162.26588,168.40457,175.19264,174.57681,174.27321,173.228,163.45792,164.34262,162.49522
Austria,Life Expectancy (Years),78.1268292682927,78.5756097560976,78.6780487804878,78.6317073170732,79.1804878048781,79.3317073170732,79.8804878048781,80.1804878048781,80.4317073170732,80.3317073170732,80.5804878048781,80.9829268292683,80.9365853658537,81.1365853658537,81.490243902439,81.190243902439,81.6414634146342
Austria,Protein (g/day),106.15674,107.014534,106.220726,102.36527,100.75791,102.83936,101.57326,103.873474,102.035225,102.71655,106.83925,108.10303,103.66225,105.97703,107.3792,107.5332,109.731834
Austria,Carbs (g/day),454.59611650485436,450.6457766990291,447.1458980582524,447.5919902912621,438.943786407767,451.84558252427183,450.1281067961165,451.7076213592233,450.9191504854369,439.18953883495146,422.5520873786408,433.87344660194174,434.22235436893203,429.26317961165046,437.13123786407766,429.682281553398,427.6740291262136
Azerbaijan,BMI,25.67933770508055,25.7540068913329,25.83220118023985,25.913688758851947,25.99826273850145,26.08581293758285,26.1765892428217,26.2706830600926,26.368241257048602,26.4683834479378,26.57004084890305,26.67328527696135,26.777748409342202,26.88317931325725,26.988949043232047,27.09454609171915,27.20031987442225
Azerbaijan,Life Expectancy (Years),64.891,65.51,66.239,66.756,67.346,67.562,68.165,68.603,68.811,69.356,69.529,69.984,70.36,70.881,71.116,71.451,72.004
Azerbaijan,Carbs (g/day),403.70106796116505,419.2682766990291,433.68910194174754,442.732427184466,453.1631553398058,494.3740048543689,531.4915048543689,536.08213592233,532.7960922330097,517.0153640776699,511.6379854368932,514.5401699029126,508.06208737864074,512.9408252427185,500.1182766990291,501.9758737864078,506.01529126213586
Azerbaijan,Protein (g/day),66.57672,68.22545,70.10002,72.30238,74.4383,81.02769,85.726944,86.68842,87.86556,88.06046,89.066444,90.30669,89.25505,90.2727,88.81259,89.11069,89.452965
Azerbaijan,Fat (g/day),36.92099,38.421967,40.74663,45.873936,49.56617,49.50098,48.845573,47.413906,48.72213,52.08544,59.840454,60.706104,64.72896,62.482212,67.892555,68.91591,69.73934
Bahamas,BMI,26.8455592285745,26.933838343616998,27.0205077883228,27.1057860471118,27.18973615079575,27.2726418353909,27.354801751379348,27.4362622051788,27.517386395208703,27.5984466552619,27.679626750176,27.761695382691848,27.843495992049903,27.925745506946548,28.007982962701952,28.090391101024,28.1730055313511
Bahamas,Carbs (g/day),347.92813106796115,342.65830097087377,335.35844660194175,342.9540048543689,341.66099514563103,342.13526699029126,337.55424757281554,333.0989563106796,328.4007038834951,323.5370631067961,296.11395631067955,325.96720873786404,312.8941019417476,318.8581553398058,317.90291262135923,314.8580097087378,330.8984223300971
Bahamas,Protein (g/day),84.98097,85.208664,86.00731,81.215935,76.77013,77.07236,80.31486,79.79216,79.746864,84.17579,84.5186,74.722984,85.2569,82.914246,80.733215,80.750946,79.27781
Bahamas,Fat (g/day),86.053665,87.6629,88.35708,85.51011,87.06558,87.430016,87.86998,88.808815,89.72241,94.361145,101.836975,90.934395,101.92911,99.07268,97.82753,96.05543,91.70642
"Bahamas, The",Life Expectancy (Years),72.041,72.11,72.232,72.402,72.478,72.765,72.855,72.678,72.667,72.579,72.731,72.564,72.753,73.024,73.366,73.104,73.537
Bahrain,BMI,25.658826859453548,25.61622306131515,25.56660900878705,25.5112294629288,25.4514559558103,25.388088714602198,25.32359786820675,25.2614589050359,25.2053724368112,25.1534793049652,25.10435310690875,25.05761741272575,25.0128195729841,24.96935999332825,24.92716187956345,24.88528558946275,24.84375706258715
Bahrain,Carbs (g/day),,,,,,,,,,,,,,,,,
Bahrain,Fat (g/day),,,,,,,,,,,,,,,,,
Bahrain,Protein (g/day),,,,,,,,,,,,,,,,,
Bahrain,Life Expectancy (Years),75.496,75.908,76.088,76.337,76.56,76.931,77.156,77.634,78.084,78.461,78.748,78.89,79.081,79.246,79.328,79.405,79.557
Bangladesh,BMI,20.17648436959805,20.2758999137859,20.37496460331545,20.4720986059131,20.56735352178285,20.6610501453192,20.75407408943535,20.84738382460135,20.9410084218059,21.03570101690375,21.130921351118,21.22774758938275,21.326750447704,21.4270460449261,21.527633877652,21.62764301206575,21.72684388287965
Bangladesh,Carbs (g/day),452.0694417475728,468.51300970873785,469.997427184466,473.39155339805825,476.6875970873786,472.4816747572815,468.93087378640774,479.52679611650484,476.31089805825246,479.6530825242718,470.74128640776695,476.59257281553397,477.10699029126215,472.2633252427184,470.9715291262136,481.6578640776699,468.31385922330094
Bangladesh,Protein (g/day),49.656433,50.91623,51.9978,52.21646,53.343563,52.891224,52.67453,54.635876,53.07416,56.282665,54.379265,54.89505,55.5212,55.717102,56.04612,57.599785,57.254887
Bangladesh,Life Expectancy (Years),65.779,66.135,66.612,66.824,67.187,67.299,67.241,66.714,67.051,67.403,68.638,68.809,69.554,69.565,69.986,70.491,71.09
Bangladesh,Fat (g/day),28.066233,27.913881,24.226826,26.327456,27.404467,27.9134,29.617994,29.080877,28.124422,29.990927,26.752052,27.288523,28.078318,29.4652,31.723473,33.205513,32.498154
Barbados,Protein (g/day),81.28144,85.85807,86.54243,86.85891,84.65495,91.17099,88.50893,92.04406,88.49399,87.64318,89.57334,88.5155,85.67082,88.43939,88.406166,90.748665,89.548195
Barbados,Fat (g/day),91.64212,87.7768,87.403694,87.13244,86.82273,92.04539,89.23091,92.14573,93.14352,94.41946,95.56817,93.98031,89.90707,91.92692,96.11911,100.18735,94.51568
Barbados,Carbs (g/day),406.9993203883495,419.7869660194175,415.1458495145631,423.15735436893203,409.20808252427184,423.1189563106796,419.60716019417475,426.4838106796116,424.3580339805825,428.12837378640774,440.0193689320388,436.0471844660194,448.16165048543684,440.30679611650487,430.34521844660196,426.83662621359224,437.9857524271844
Barbados,BMI,26.592648918847303,26.6796723274948,26.76546582355515,26.8502368216672,26.9341960608877,27.0173517262636,27.1001984842309,27.183066587171147,27.266351455976853,27.3501720936933,27.434835113148,27.5211716878628,27.60818251252345,27.69603673439055,27.784476981661648,27.873345148021052,27.96324387797395
Barbados,Life Expectancy (Years),74.089,74.247,74.366,74.472,74.727,74.89,75.068,75.342,75.447,75.678,75.712,75.917,76.099,76.275,76.476,76.65,76.815
Belarus,Carbs (g/day),419.546213592233,413.7374514563107,404.44487864077666,385.840072815534,399.8361650485437,402.6335194174757,404.1445145631068,415.00507281553394,418.14929611650484,417.43373786407767,395.00155339805826,399.2728883495146,415.69349514563106,425.27009708737864,414.2331067961165,404.13172330097086,408.5234223300971
Belarus,Fat (g/day),94.04425,101.483154,99.55667,91.153824,92.605095,100.024025,109.422905,115.44737,116.288826,108.26653,121.293335,125.21672,124.43306,122.1572,125.90606,128.46938,125.809006
Belarus,BMI,25.79241917402825,25.8669322597885,25.943117431366403,26.0202879921674,26.09631649562445,26.16996702801665,26.2402564038764,26.306963714560453,26.369236440735847,26.4270302820558,26.48081065773895,26.5322004017581,26.5817129654483,26.630344818026,26.67819047083695,26.72504925772915,26.771161265094648
Belarus,Protein (g/day),84.4199,86.02146,83.90524,82.98905,84.77055,86.67711,88.643074,89.75339,88.70794,89.38578,89.39441,88.52462,89.422,88.1609,88.640205,86.24953,86.47059
Belarus,Life Expectancy (Years),68.9121951219512,68.5073170731707,68.0560975609756,68.5536585365854,68.9560975609756,68.8512195121951,69.4048780487805,70.2073170731707,70.4560975609756,70.4073170731707,70.4048780487805,70.5536585365854,71.9658536585366,72.4707317073171,72.9707317073171,73.6243902439025,73.8268292682927
Belgium,Protein (g/day),96.614334,100.74932,100.47897,99.302185,99.106064,99.175255,100.16759,101.4108,98.80445,96.6496,97.49184,97.03187,99.2189,99.606636,98.8701,99.27911,100.1478
Belgium,Carbs (g/day),453.7802184466019,450.9058737864077,449.3163106796116,450.83516990291264,455.1375485436893,448.37898058252426,447.52813106796117,443.11531553398055,450.29368932038835,458.3526941747573,456.2335922330097,444.8824029126214,453.8614805825243,454.81674757281553,472.70728155339805,465.0211165048543,459.65009708737864
Belgium,Life Expectancy (Years),77.7219512195122,77.9731707317073,78.0756097560976,78.1292682926829,78.8780487804878,78.9804878048781,79.380487804878,79.7829268292683,79.6804878048781,80.0341463414634,80.1829268292683,80.5853658536585,80.3853658536585,80.5878048780488,81.2878048780488,80.9926829268293,81.4390243902439
Belgium,BMI,25.65413445464205,25.702529265344353,25.75121818088615,25.799851514113747,25.84809045381425,25.89545824966955,25.941591432631547,25.9856544102118,26.027161249131503,26.0661330335521,26.10176708939685,26.134304005434,26.1641706958147,26.19254955426205,26.2200977442196,26.247724657662403,26.27552701632555
Belgium,Fat (g/day),161.58742,164.80803,165.5447,161.78659,160.55681,163.20055,163.69777,165.57683,163.0605,160.305,162.20477,168.4846,161.9927,162.33083,162.33049,167.15782,165.78264
Belize,Carbs (g/day),433.4175970873786,446.5853883495146,440.1996116504854,438.7215048543689,441.32592233009706,440.1647572815534,436.06507281553394,440.74126213592234,424.9707281553398,429.6763349514563,433.1293203883495,426.219854368932,419.9334223300971,416.3153155339806,423.0543689320388,425.6045145631068,427.59026699029124
Belize,Fat (g/day),66.991974,65.172966,68.38453,69.68773,64.67713,69.31302,69.55071,65.8167,66.40047,67.667465,73.56372,72.97039,76.66161,76.25762,68.347206,72.67467,71.600945
Belize,BMI,27.483280182915898,27.59846033373805,27.71114649578675,27.82143702406695,27.9295454126481,28.035674054252652,28.1400760847469,28.243639119643447,28.34691741336995,28.45012140314155,28.55400152816125,28.65919693925365,28.76487559712605,28.87098195422915,28.9775833964145,29.08456680368435,29.19265170319585
Belize,Life Expectancy (Years),68.564,68.357,68.752,68.909,69.227,69.376,70.093,70.655,71.151,71.819,72.272,72.651,73.245,73.666,73.311,73.187,73.399
Belize,Protein (g/day),70.87888,73.991066,76.377655,76.860756,75.700096,74.10527,70.7392,69.92604,66.640915,66.9585,70.11496,68.73456,69.5921,69.14078,68.447395,69.434654,69.45702
Benin,Fat (g/day),42.71864,48.529453,53.478928,51.935993,48.775093,50.25009,43.10114,47.110523,50.28281,47.491966,47.866234,48.17857,48.751446,49.70118,48.86275,50.312656,50.101555
Benin,BMI,22.11666981630995,22.236580805461998,22.35488689897,22.471288615184,22.5844963932279,22.69335203110285,22.79834877439005,22.898925544218,22.99410139179785,23.08357268373445,23.167887955817548,23.2483823432175,23.3250812758879,23.399998555243002,23.4746849299386,23.54907141328735,23.623150582215402
Benin,Protein (g/day),54.872894,53.672897,59.21594,56.780285,59.082092,58.010994,58.426216,60.471424,63.23887,63.7424,62.269928,62.253757,64.03364,63.541035,66.69446,65.76148,64.25629
Benin,Carbs (g/day),394.493713592233,400.8866019417476,407.1365533980582,404.74436893203887,435.57330097087373,427.291213592233,446.71019417475725,464.97174757281556,445.22577669902915,461.5907766990291,466.58570388349517,471.77381067961164,470.14106796116505,470.0106067961165,472.7819902912621,466.30514563106794,470.76575242718445
Benin,Life Expectancy (Years),56.578,56.66,56.606,56.738,56.826,57.125,57.456,57.675,57.869,57.956,58.363,58.462,58.716,58.965,59.125,59.377,59.539
Bermuda,Life Expectancy (Years),78.858,79.871,80.631,79.345,81.12,77.927,77.585,79.361,78.623,79.996,80.499,81.403,81.272,79.992,79.518,80.918,80.608
Bermuda,BMI,27.480203669202098,27.55052306234925,27.620456005198598,27.6898001960871,27.758460376591252,27.82648144344315,27.89439472588795,27.9621703163853,28.029839895091797,28.097564775399,28.16572154092035,28.234720029337602,28.3035899456056,28.37268375439,28.4420821663133,28.511519427981398,28.58117470403395
Bermuda,Protein (g/day),88.87115,86.498184,85.292656,80.05889,75.98337,79.72054,84.463036,87.30315,92.5431,92.53333,,,,,,,
Bermuda,Fat (g/day),108.85177,110.103424,111.02741,114.65514,107.68814,112.41156,115.02473,120.24501,125.82534,122.8,,,,,,,
Bermuda,Carbs (g/day),336.2558009708738,321.95179611650485,310.1108252427184,290.78546116504856,298.6453155339806,298.84533980582523,304.37699029126213,308.2974514563107,308.72485436893203,318.0358495145631,,,,,,,
Bhutan,Life Expectancy (Years),62.01,63.444,64.078,64.696,65.268,65.805,66.362,66.954,67.499,67.897,68.43,68.881,69.326,69.707,70.049,70.343,70.602
Bhutan,BMI,22.24889303243355,22.38029760385315,22.51063452617185,22.63906620943975,22.76480654469005,22.88790639580915,23.0063011090266,23.1214455095375,23.23359512046735,23.3438127126037,23.45174084658585,23.558439098780703,23.664475869851103,23.77009437397905,23.8747795414154,23.97838246243795,24.08069939927675
Bhutan,Protein (g/day),,,,,,,,,,,,,,,,,
Bhutan,Carbs (g/day),,,,,,,,,,,,,,,,,
Bhutan,Fat (g/day),,,,,,,,,,,,,,,,,
Bolivia,Life Expectancy (Years),62.346,62.843,63.306,63.635,64.004,64.386,64.779,65.027,65.446,65.88,66.162,66.534,66.705,67.021,67.163,67.318,67.628
Bolivia,BMI,24.8006826940257,24.91418725093325,25.026597980979652,25.138449829499102,25.250590475317452,25.36338602458345,25.477435035880198,25.592722445099348,25.7097091180289,25.82833086084765,25.9480955359092,26.0690866842371,26.19058925037535,26.3122120856125,26.433643579283398,26.55456075898755,26.674301170214903
Bolivia,Fat (g/day),41.018467,41.272987,43.327824,45.247345,45.00148,46.019833,47.462017,49.61972,50.46092,46.180477,56.56894,56.840134,57.507748,58.247475,57.92397,62.612263,61.83514
Bolivia,Protein (g/day),55.52174,55.050476,56.263577,56.994728,55.45929,57.83156,60.47692,63.050922,63.101032,62.58474,64.90438,65.33767,65.15646,64.43921,65.49547,72.07075,71.96306
Bolivia,Carbs (g/day),354.64881067961164,357.51985436893204,357.61999999999995,357.36786407766994,344.1397087378641,353.2683980582524,360.2252184466019,353.97604368932036,346.92427184466015,353.0728883495145,360.9560436893204,364.3890291262136,366.15648058252424,366.56179611650487,364.53502427184463,364.693567961165,376.5683737864078
Bosnia and Herzegovina,BMI,24.91666879195915,24.9721140530827,25.02950359336795,25.088605013633853,25.149104725307097,25.21093247084125,25.27356093664715,25.3366485665134,25.39990308658685,25.4626252559532,25.52509080683145,25.588786632389002,25.65401531229235,25.7213875712581,25.7911056347532,25.8626167177881,25.9354263701821
Bosnia and Herzegovina,Protein (g/day),71.013336,73.595695,76.884674,75.661644,83.51285,83.014984,82.71203,85.40443,88.96165,89.61424,86.08495,87.02734,88.80108,88.18413,91.0314,94.7752,95.85116
Bosnia and Herzegovina,Fat (g/day),54.693386,60.733326,58.05577,53.889713,60.131874,64.25133,65.02757,67.57443,70.62297,69.69224,75.19673,77.37394,76.69407,76.88198,78.19964,81.87386,84.703865
Bosnia and Herzegovina,Life Expectancy (Years),74.496,75.06,74.612,75.782,76.133,75.42,76.247,76.161,76.838,76.976,77.073,77.007,77.191,76.33,75.659,76.182,76.808
Bosnia and Herzegovina,Carbs (g/day),435.7000970873786,447.42201456310676,452.2774757281553,449.3748058252427,491.47211165048543,477.8320631067961,476.6584951456311,487.3887621359223,497.7261165048544,503.31480582524273,474.4363349514563,475.75495145631066,474.2305339805825,484.54524271844656,498.1221359223301,500.8833980582524,501.9672330097087
Botswana,BMI,23.676828313971953,23.748959242053502,23.81687506505675,23.88124369304,23.94292048972785,24.00181965059965,24.0572586099692,24.109060161163697,24.1570723693018,24.200586421908348,24.240614161548798,24.27914584186955,24.31678412582405,24.3537283101849,24.39080248040055,24.42789904170315,24.46527267460655
Botswana,Life Expectancy (Years),51.011,50.676,50.632,50.947,51.617,52.61,53.918,55.732,57.121,58.279,60.013,60.53,60.8,61.996,62.608,63.818,65.464
Botswana,Protein (g/day),66.237076,68.853264,66.89262,61.425556,62.362602,59.100147,56.269123,55.83445,57.69275,61.151325,68.92913,72.56309,71.475006,67.68785,67.13241,68.39125,66.340225
Botswana,Fat (g/day),49.957268,49.01899,47.846664,48.592613,56.295963,60.78504,52.92679,54.247528,53.366753,55.244827,67.3142,69.56992,70.631035,68.32053,64.63713,63.385887,63.88862
Botswana,Carbs (g/day),339.60417475728156,355.1364320388349,346.8717961165048,348.8007281553398,347.1041747572815,338.5930097087379,342.7463834951456,339.12504854368933,338.14383495145626,328.4207281553398,343.7888106796117,339.98233009708736,342.6050970873786,353.0006796116505,366.751286407767,370.20072815533985,363.88953883495145
Brazil,Carbs (g/day),401.02936893203884,404.5883009708738,408.81422330097087,433.9877427184466,435.29135922330096,441.1846359223301,437.9451699029126,435.5654854368932,440.4958252427184,438.7306067961165,452.50682038834947,448.22885922330096,437.2829368932039,436.7286650485437,438.81978155339806,423.4826941747573,420.6104368932039
Brazil,Fat (g/day),98.90426,98.68634,100.1953,103.13277,104.77457,102.04075,104.897125,106.56116,110.6172,109.93674,112.17347,118.1889,118.37971,119.492386,123.11761,124.66334,124.29005
Brazil,Protein (g/day),78.801926,79.183426,80.8421,84.01494,83.43713,82.78853,84.0831,84.92027,88.16333,88.07274,92.12897,93.36316,92.190475,93.79006,93.92775,92.486046,92.89612
