series,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Fat (g/person/day),47.86149,51.65271,48.367695,48.533787,50.93792,55.903282,58.209312,60.396317,59.91122,57.672344,57.89452,62.15353,57.29413,55.70277,60.265648,58.51899,60.77821,64.56397,60.94864,64.04138,65.84445
Fat (g/person/day),42.200596,44.07255,46.60766,49.55441,50.058685,51.031864,49.748325,50.37318,54.650593,53.20487,51.753044,52.40523,47.137733,48.479095,52.132305,48.832066,50.68634,50.02523,52.426838,53.565117,54.185707
Fat (g/person/day),59.58213,62.306976,63.045326,63.53687,64.49063,66.290344,67.06514,65.40805,64.61808,57.16311,55.797577,55.77908,56.134357,54.726864,58.936386,57.65999,56.86228,59.45302,57.966427,57.440907,55.896755
Fat (g/person/day),35.01205,34.683292,36.811802,36.038666,36.96534,36.55789,34.497517,33.68838,34.03407,33.085587,36.51557,37.13326,37.189884,36.064644,36.1118,36.153748,36.12351,35.838352,35.527424,39.143833,40.00243
Fat (g/person/day),83.19001,85.07829,89.13802,92.779144,101.60297,98.182396,109.06287,121.371704,106.25655,107.20183,104.666916,101.59269,103.42992,102.86336,98.89114,99.73054,101.397514,101.88283,103.83969,108.30336,110.18459
Fat (g/person/day),139.30469,142.13089,145.69392,145.67493,151.18883,156.64047,149.48354,148.69963,147.52858,147.50757,143.77974,144.68727,143.49524,140.66383,143.5137,142.39406,142.40074,138.97821,138.4259,139.01018,136.90561
Fat (g/person/day),64.126884,69.84809,64.68875,73.81368,69.95203,71.80354,74.14597,74.70213,80.91108,82.44063,86.81139,84.96297,84.21513,84.78601,79.83144,76.30505,78.41672,80.008766,85.619675,88.50155,97.98728
Fat (g/person/day),60.022427,59.44648,60.202988,62.15477,60.942604,62.827076,64.27385,66.15707,66.21686,65.30955,66.4074,67.6207,69.01003,70.10999,70.206085,73.23156,73.58473,73.44653,77.413,78.55942,78.256516
Fat (g/person/day),65.878555,65.678665,64.77188,62.943214,60.554302,61.671604,63.020496,64.629326,68.8484,69.48886,80.05583,83.26918,81.67935,82.459045,80.33134,80.52115,80.85354,80.434044,87.15501,100.90033,99.47985
Fat (g/person/day),,,,,,,,,,,58.308533,60.328175,60.779533,60.96747,58.803318,56.274864,53.159492,51.064194,50.708546,55.58591,53.2069
Fat (g/person/day),96.58327,96.34088,99.901505,104.92031,98.81517,95.95152,99.62543,97.96454,99.530235,100.437584,101.205025,104.202126,103.45322,104.41962,96.864296,94.72725,93.87235,94.67319,98.05688,97.30837,92.7089
Fat (g/person/day),43.836597,43.304302,43.936363,38.311203,39.12062,38.64854,40.168335,41.520767,45.453896,45.990273,50.82705,52.685226,54.46224,55.744213,56.593548,56.731556,58.210793,58.579155,59.65913,64.417015,63.98395
Fat (g/person/day),49.773716,47.234573,46.818237,46.629295,46.43245,45.436913,48.075695,50.113544,49.15067,51.11975,53.91574,50.186745,53.51894,54.582836,49.85712,52.904205,57.30047,56.962124,60.393974,51.95202,48.04569
Fat (g/person/day),112.95809,112.9644,115.167465,113.54708,112.06224,112.23335,111.36025,110.903336,111.21063,115.42813,120.142,122.977684,121.8288,117.49635,117.63405,120.74192,122.173355,122.23263,125.9884,127.86542,131.14412
Fat (g/person/day),133.89975,132.86282,134.41858,133.74995,132.12338,135.85085,136.3801,139.35396,143.68098,142.15106,138.41928,139.91533,135.5104,134.70886,133.36316,138.09415,133.91245,133.74916,137.5662,145.34421,146.12578
Fat (g/person/day),,,,,,,,,,,,,,,,,,,,125.1774,131.06926
Fat (g/person/day),93.35193,96.86477,100.85365,105.14295,99.21993,108.39344,111.731636,113.29456,114.76497,114.69189,111.71731,110.844666,111.37262,111.346794,116.84422,119.87384,122.10878,123.049194,122.36778,124.62255,128.29718
Fat (g/person/day),76.40739,79.51436,81.95106,84.52107,86.24647,88.86208,91.27902,94.32083,95.71334,96.18233,100.05153,101.04174,103.00949,104.83585,108.89599,105.50039,108.98442,109.7184,111.98279,115.22267,118.43737
Fat (g/person/day),17.609873,18.59807,20.08591,20.90844,22.598572,22.49055,25.105896,25.197449,25.85535,31.88229,29.61345,29.194666,26.35473,24.59187,22.551264,24.421507,26.964794,26.71404,26.318354,27.949423,25.340162
Fat (g/person/day),82.733665,79.977394,84.95701,85.46926,88.43569,84.758514,85.37314,85.28211,92.995544,89.34856,92.14426,93.7078,86.380196,91.16398,103.65108,107.44196,113.92061,121.58457,114.24613,118.73131,117.24626
Fat (g/person/day),79.39911,74.9902,76.56198,77.36379,81.07725,83.15144,83.84055,83.34388,80.40235,80.29453,78.65879,77.185356,74.66879,76.30822,84.5636,85.26139,85.98586,85.02684,85.73421,76.649506,73.79212
Fat (g/person/day),59.26945,61.633923,68.1984,69.7347,73.101555,74.52068,75.27292,75.50814,77.35401,79.46883,84.17804,78.1873,77.3448,76.16987,87.06015,82.241554,85.61927,87.18267,98.39692,96.963844,101.616905
Fat (g/person/day),118.37715,124.424225,120.38978,122.28449,124.12169,129.12625,125.13374,123.49897,129.16513,127.51555,129.22531,129.1527,132.13622,126.195335,126.42735,127.51899,128.52077,128.33965,129.44234,104.33749,105.53115
Fat (g/person/day),63.4126,66.59693,67.477776,68.4937,66.74239,69.11384,71.01991,70.925476,72.058334,74.27119,71.81066,70.87467,69.50426,72.92958,69.64311,71.371765,70.52028,71.915215,71.68836,62.42003,65.60266
Fat (g/person/day),85.05863,85.503654,82.569405,86.15332,80.25655,84.00468,85.553345,81.47813,80.96027,80.04801,86.83804,86.34032,99.89327,98.77818,106.10237,102.098564,104.96122,102.111,101.46087,100.12542,94.78838
Fat (g/person/day),63.29214,66.94731,66.08979,64.91655,65.21115,65.36195,64.52032,63.417133,74.28175,75.862434,75.45003,80.54716,73.99954,75.20733,69.83846,66.562775,67.53287,70.01611,68.06826,72.749504,77.57611
Fat (g/person/day),,,,,,,108.57258,104.10056,107.572205,104.76797,105.04407,99.13178,98.709274,99.48832,100.2681,97.98403,99.92713,100.36669,106.50531,103.40284,109.947266
Fat (g/person/day),144.78896,143.46042,146.08546,146.7629,138.64302,150.2515,,,,,,,,,,,,,,,
Fat (g/person/day),,,,,,,,,,,62.492104,71.3122,72.48261,72.38675,84.58619,88.15686,95.168175,94.33318,90.2273,90.19691,87.49884
Fat (g/person/day),41.29096,40.208336,43.39927,42.145496,45.98184,46.881744,49.67602,45.914772,47.001728,47.6433,51.623455,52.20711,51.717617,51.897366,51.37434,51.24973,45.682056,45.693207,45.921677,53.480957,50.16388
Fat (g/person/day),97.38424,105.566154,105.59073,105.8279,104.864334,101.5779,105.26543,101.609116,97.862885,108.92413,115.95247,114.573746,114.76116,120.49125,119.00667,121.09732,127.202324,135.30313,139.46996,149.07408,149.97128
Fat (g/person/day),108.13763,115.79706,116.23395,120.415985,120.605354,117.32958,118.66965,119.409065,121.77792,121.77599,121.55506,119.24009,118.80158,119.50843,113.12637,111.06097,113.68189,114.207924,112.90244,112.50596,114.41961
Fat (g/person/day),43.021866,43.82459,46.831886,46.42509,45.722725,45.092415,48.97361,46.350708,46.628864,47.124718,51.060654,48.941086,48.317085,47.33748,45.17078,45.697178,45.175144,50.483482,51.377544,56.95951,59.59536
Fat (g/person/day),68.26539,72.48589,75.41409,76.98147,76.64332,79.00883,79.49919,78.75587,82.83757,86.5624,89.032745,88.07595,91.23118,90.71469,86.40605,86.12725,87.84512,89.17687,88.37326,92.00031,94.0839
Fat (g/person/day),76.69616,74.44502,76.55099,82.3352,83.183624,83.65643,85.764694,89.21553,91.555084,96.11583,102.52674,100.129135,104.621994,103.22803,109.67827,111.90262,112.5581,115.887314,118.61961,123.26785,125.046326
Fat (g/person/day),,,,,,,,,,,,,,,,,,,,84.94837,81.79293
Fat (g/person/day),153.35396,151.84966,153.2657,148.58228,144.5848,144.95316,143.68442,145.38623,141.94005,142.37016,142.35544,143.29694,143.26668,144.2747,142.38408,147.9529,150.44836,152.5555,152.05746,152.15538,153.07603
Fat (g/person/day),44.46427,43.889095,42.50164,44.574425,42.492973,43.960644,45.899227,46.349907,45.12707,45.886192,42.95805,43.00647,45.165047,43.01418,46.53177,48.16249,49.32095,47.20366,51.024647,52.527122,50.67571
Fat (g/person/day),75.467705,74.9975,78.874504,72.929054,73.42336,70.74257,69.26073,71.056366,70.768585,71.495964,,,64.46194,65.23443,69.22678,66.40927,68.8923,62.453796,67.86009,69.57929,71.00266
Fat (g/person/day),65.797714,62.20594,69.703316,70.39366,71.03577,70.88922,71.536865,72.313705,70.53605,73.62869,78.368935,75.93525,78.70081,79.835815,77.53049,76.44653,76.46218,75.60019,72.71196,76.614685,75.31602
Fat (g/person/day),122.973274,124.427536,124.799774,123.34094,124.89649,123.9516,121.83266,121.86983,125.68782,127.447556,129.79384,132.03311,133.71756,129.43604,134.26108,135.31126,136.34372,132.93405,130.32298,128.84746,130.73853
Fat (g/person/day),149.60489,150.11194,153.43948,153.08362,152.1511,153.3477,158.15767,156.13658,158.95557,156.87419,157.07161,158.54037,151.33388,153.34314,157.2489,159.43333,155.32156,154.88898,158.12456,158.48085,160.47688
Fat (g/person/day),,,,,,,,,,,108.90201,108.37449,100.289116,95.02181,96.993675,98.36645,93.07585,90.21988,87.20773,78.631355,77.03707
Fat (g/person/day),135.31766,128.89622,130.31776,127.40601,130.34482,131.01622,130.17068,128.65776,128.35512,128.56004,129.54614,127.77146,127.51684,127.03719,127.68774,129.697,128.22772,127.93388,130.57898,131.96857,132.99382
Fat (g/person/day),41.51611,46.641422,46.989204,49.245373,51.009754,58.216583,53.275425,56.910576,57.59705,57.51316,57.910748,58.401337,58.723137,59.920444,62.741043,64.96184,68.55143,77.15676,76.2712,81.60003,82.991615
Fat (g/person/day),31.727144,32.732727,34.847137,37.800877,37.429413,43.234566,39.841503,44.54383,40.851448,40.862297,43.51086,50.22405,51.812702,52.54479,52.188396,53.008766,54.27591,55.236027,49.63339,54.48616,53.921432
Fat (g/person/day),54.161358,54.17106,56.90132,57.233547,57.302647,58.007862,57.94694,61.7098,58.22427,56.12864,57.637486,59.045094,57.166744,54.53277,58.02954,60.72426,63.044548,67.76699,63.74922,65.95646,67.37258
Fat (g/person/day),41.373516,47.19932,46.58757,48.117764,47.93512,46.645138,45.464817,43.88162,45.663868,46.166714,57.234394,53.003155,53.817368,50.795444,51.034817,49.377026,50.619778,51.141594,51.72613,64.203285,63.679573
Fat (g/person/day),72.6419,74.89027,79.27384,76.553246,77.65513,75.1535,76.47105,79.51599,75.484375,76.309654,83.57105,86.40593,85.323746,86.65902,84.94057,82.5464,83.04572,83.6887,82.83427,80.139465,82.551125
Fat (g/person/day),92.93904,92.144394,85.79791,83.8277,86.69121,80.27565,88.549995,82.73268,92.10495,84.54999,90.623924,85.01079,93.32332,91.41163,90.72878,93.62631,91.249084,94.01793,98.44706,100.72586,97.71334
Fat (g/person/day),98.60353,93.817345,95.89436,97.58465,103.387566,103.56968,106.63449,111.94454,108.84998,110.96629,110.00924,113.44111,118.882385,119.326675,116.23097,119.5887,117.80186,121.66932,124.918015,126.581,125.663414
Fat (g/person/day),66.542694,63.32398,66.46007,66.511734,69.931786,69.6003,66.69832,76.4341,78.34912,80.1009,76.97166,77.26043,77.56244,76.14566,78.556465,80.264786,76.73062,78.21225,75.005745,68.52519,73.24737
Fat (g/person/day),33.482105,33.05781,36.32717,41.049156,44.116524,45.040546,46.146523,44.761135,47.68433,48.80555,50.53445,50.604,49.67063,48.43181,48.130352,47.641827,48.123196,47.56143,47.509373,43.208874,45.12851
Fat (g/person/day),72.75286,73.79336,80.253716,82.587845,87.787895,89.303215,91.62432,95.566345,97.81808,95.76438,92.34977,86.45684,87.88236,89.15043,91.6767,80.571365,78.320564,80.37421,87.56232,85.19887,83.83281
Fat (g/person/day),87.86043,79.383446,80.96233,83.63635,77.837494,80.86732,81.89444,82.69103,86.80812,85.91266,111.24758,112.15806,116.83134,113.39936,112.76881,115.608246,110.52998,115.64632,126.327576,134.38687,134.21436
Fat (g/person/day),141.58224,142.60567,136.07637,133.9842,138.10721,139.76851,147.35905,140.72118,139.75606,139.06563,142.1632,137.67046,137.78766,137.39938,140.18167,140.90996,139.2703,141.20126,140.5037,146.57112,146.93903
Fat (g/person/day),155.59027,155.90834,160.98471,159.58617,162.4964,165.72554,163.13503,163.74251,161.87787,159.75584,160.45685,162.24344,162.65733,161.85176,161.51654,163.02505,164.36578,165.57301,175.9074,179.8874,181.15671
Fat (g/person/day),100.64195,103.88377,96.11247,93.42574,93.69741,89.16668,90.35943,95.79842,101.9618,102.17164,104.18687,106.94392,98.73986,107.34748,107.824486,104.4811,105.58552,108.79834,108.83282,118.33897,116.24392
Fat (g/person/day),64.76812,63.541668,60.950485,61.37479,62.506847,64.82228,65.41517,65.61388,65.12383,63.73713,76.42672,81.85274,83.40689,84.76442,91.94792,87.85485,90.356735,92.50144,88.19176,90.863144,94.36798
Fat (g/person/day),93.633095,88.820206,87.87252,89.56603,87.56123,90.06584,91.98552,97.11025,97.39835,97.864204,99.980606,100.61948,99.0469,101.28968,105.78397,106.7651,104.801575,106.6691,105.62024,104.667496,102.60861
Fat (g/person/day),70.68285,70.25116,65.75798,68.39969,77.38039,69.609,73.05891,77.29587,88.75761,88.863106,96.893005,99.69166,100.6449,100.12828,99.7312,96.46429,78.1488,70.89935,81.40484,79.08573,75.545166
Fat (g/person/day),39.614067,42.759937,45.50042,47.121212,51.07667,54.82553,59.66993,62.57463,66.04942,70.0742,70.64731,72.41526,74.01264,73.9655,73.67438,72.369194,74.448235,75.10088,78.34798,77.43017,81.417046
Fat (g/person/day),38.989742,37.475662,40.063526,42.719788,45.576416,45.22855,45.77069,44.70932,41.865475,40.251503,40.57562,40.69926,42.780216,45.999687,40.855953,35.93273,34.792923,35.05048,37.66174,38.224144,41.65688
Fat (g/person/day),33.107853,31.242672,34.003498,34.42017,36.767086,36.884907,33.44192,32.916103,34.512943,38.38421,44.787426,49.71906,51.877026,47.539165,48.90723,51.678337,48.188015,49.427715,50.783787,46.070152,46.747322
Fat (g/person/day),54.940907,56.705524,56.830822,57.226574,56.081024,56.501385,56.435352,56.62647,59.11033,60.054688,74.79326,76.84648,74.081696,70.85178,67.68959,70.337326,66.53694,62.848648,64.2505,56.00808,60.942127
